Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Al Hoceima;Appartement économique;PT;2006;1355;148
Al Hoceima;Appartement économique;PT;2007;1368;149
Al Hoceima;Appartement économique;PT;2008;1374;150
Al Hoceima;Appartement économique;PT;2009;1394;152
Al Hoceima;Appartement économique;PT;2010;1470;160
Al Hoceima;Appartement économique;PT;2011;1570;171
Al Hoceima;Appartement économique;PT;2012;1619;177
Al Hoceima;Appartement économique;PT;2013;1671;182
Al Hoceima;Appartement économique;PT;2014;1698;185
Al Hoceima;Appartement économique;PT;2015;1742;190
Al Hoceima;Appartement économique;PT;2016;1752;191
Al Hoceima;Appartement économique;PT;2017;1760;192
Al Hoceima;Appartement économique;PT;2018;1766;193
Al Hoceima;Appartement économique;PT;2019;1761;192
Al Hoceima;Appartement économique;PT;2020;1733;189
Al Hoceima;Appartement économique;PT;2021;1764;192
Al Hoceima;Appartement économique;PT;2022;1860;203
Al Hoceima;Maison sur lot économique;GT;2001;2000;100
Al Hoceima;Maison sur lot économique;GT;2002;2150;108
Al Hoceima;Maison sur lot économique;GT;2003;2365;118
Al Hoceima;Maison sur lot économique;GT;2004;2439;122
Al Hoceima;Maison sur lot économique;GT;2005;2584;129
Al Hoceima;Maison sur lot économique;GT;2006;2616;131
Al Hoceima;Maison sur lot économique;GT;2007;2638;132
Al Hoceima;Maison sur lot économique;GT;2008;2732;137
Al Hoceima;Maison sur lot économique;GT;2009;2826;141
Al Hoceima;Maison sur lot économique;GT;2010;2878;144
Al Hoceima;Maison sur lot économique;GT;2011;2949;147
Al Hoceima;Maison sur lot économique;GT;2012;3008;150
Al Hoceima;Maison sur lot économique;GT;2013;3064;153
Al Hoceima;Maison sur lot économique;GT;2014;3114;156
Al Hoceima;Maison sur lot économique;GT;2015;3144;157
Al Hoceima;Maison sur lot économique;GT;2016;3163;158
Al Hoceima;Maison sur lot économique;GT;2017;3131;157
Al Hoceima;Maison sur lot économique;GT;2018;3118;156
Al Hoceima;Maison sur lot économique;GT;2019;3071;154
Al Hoceima;Maison sur lot économique;GT;2020;2963;148
Al Hoceima;Maison sur lot économique;GT;2021;3031;152
Al Hoceima;Maison sur lot économique;GT;2022;3139;157
Al Hoceima;Maison sur lot économique;MLE;2001;1618;100
Al Hoceima;Maison sur lot économique;MLE;2002;1672;103
Al Hoceima;Maison sur lot économique;MLE;2003;1727;105
Al Hoceima;Maison sur lot économique;MLE;2004;1735;106
Al Hoceima;Maison sur lot économique;MLE;2005;1803;110
Al Hoceima;Maison sur lot économique;MLE;2006;1831;112
Al Hoceima;Maison sur lot économique;MLE;2007;1855;113
Al Hoceima;Maison sur lot économique;MLE;2008;1925;117
Al Hoceima;Maison sur lot économique;MLE;2009;2005;122
Al Hoceima;Maison sur lot économique;MLE;2010;2090;128
Al Hoceima;Maison sur lot économique;MLE;2011;2193;135
Al Hoceima;Maison sur lot économique;MLE;2012;2252;138
Al Hoceima;Maison sur lot économique;MLE;2013;2309;142
Al Hoceima;Maison sur lot économique;MLE;2014;2376;146
Al Hoceima;Maison sur lot économique;MLE;2015;2271;149
Al Hoceima;Maison sur lot économique;MLE;2016;2301;151
Al Hoceima;Maison sur lot économique;MLE;2017;2296;151
Al Hoceima;Maison sur lot économique;MLE;2018;2314;152
Al Hoceima;Maison sur lot économique;MLE;2019;2296;151
Al Hoceima;Maison sur lot économique;MLE;2020;2275;150
Al Hoceima;Maison sur lot économique;MLE;2021;2356;156
Al Hoceima;Maison sur lot économique;MLE;2022;2460;163
Al Hoceima;Maison sur lot économique;MT;2001;1500;100
Al Hoceima;Maison sur lot économique;MT;2002;1500;100
Al Hoceima;Maison sur lot économique;MT;2003;1450;97
Al Hoceima;Maison sur lot économique;MT;2004;1410;94
Al Hoceima;Maison sur lot économique;MT;2005;1434;96
Al Hoceima;Maison sur lot économique;MT;2006;1455;97
Al Hoceima;Maison sur lot économique;MT;2007;1486;99
Al Hoceima;Maison sur lot économique;MT;2008;1552;104
Al Hoceima;Maison sur lot économique;MT;2009;1629;109
Al Hoceima;Maison sur lot économique;MT;2010;1740;116
Al Hoceima;Maison sur lot économique;MT;2011;1866;124
Al Hoceima;Maison sur lot économique;MT;2012;1929;129
Al Hoceima;Maison sur lot économique;MT;2013;1991;133
Al Hoceima;Maison sur lot économique;MT;2014;2070;138
Al Hoceima;Maison sur lot économique;MT;2015;2136;142
Al Hoceima;Maison sur lot économique;MT;2016;2172;145
Al Hoceima;Maison sur lot économique;MT;2017;2170;145
Al Hoceima;Maison sur lot économique;MT;2018;2198;147
Al Hoceima;Maison sur lot économique;MT;2019;2186;146
Al Hoceima;Maison sur lot économique;MT;2020;2194;146
Al Hoceima;Maison sur lot économique;MT;2021;2282;152
Al Hoceima;Maison sur lot économique;MT;2022;2387;159
Al Hoceima;Maison sur lot économique;PT;2001;875;100
Al Hoceima;Maison sur lot économique;PT;2002;890;102
Al Hoceima;Maison sur lot économique;PT;2003;960;110
Al Hoceima;Maison sur lot économique;PT;2004;1006;115
Al Hoceima;Maison sur lot économique;PT;2005;1040;119
Al Hoceima;Maison sur lot économique;PT;2006;1102;126
Al Hoceima;Maison sur lot économique;PT;2007;1087;124
Al Hoceima;Maison sur lot économique;PT;2008;1086;124
Al Hoceima;Maison sur lot économique;PT;2009;1129;129
Al Hoceima;Maison sur lot économique;PT;2010;1198;137
Al Hoceima;Maison sur lot économique;PT;2011;1281;146
Al Hoceima;Maison sur lot économique;PT;2012;1312;150
Al Hoceima;Maison sur lot économique;PT;2013;1347;154
Al Hoceima;Maison sur lot économique;PT;2014;1406;161
Al Hoceima;Maison sur lot économique;PT;2015;1440;165
Al Hoceima;Maison sur lot économique;PT;2016;1461;167
Al Hoceima;Maison sur lot économique;PT;2017;1491;170
Al Hoceima;Maison sur lot économique;PT;2018;1508;172
Al Hoceima;Maison sur lot économique;PT;2019;1512;173
Al Hoceima;Maison sur lot économique;PT;2020;1509;172
Al Hoceima;Maison sur lot économique;PT;2021;1581;181
Al Hoceima;Maison sur lot économique;PT;2022;1671;191
Al Hoceima;Total ville;MLE;2001;1620;100
Al Hoceima;Total ville;MLE;2002;1669;103
Al Hoceima;Total ville;MLE;2003;1738;107
Al Hoceima;Total ville;MLE;2004;1775;109
Al Hoceima;Total ville;MLE;2005;1833;112
Al Hoceima;Total ville;MLE;2006;1862;115
Al Hoceima;Total ville;MLE;2007;1892;116
Al Hoceima;Total ville;MLE;2008;1942;119
Al Hoceima;Total ville;MLE;2009;2012;123
Al Hoceima;Total ville;MLE;2010;2109;130
Al Hoceima;Total ville;MLE;2011;2220;137
Al Hoceima;Total ville;MLE;2012;2292;142
Al Hoceima;Total ville;MLE;2013;2357;146
Al Hoceima;Total ville;MLE;2014;2425;150
Al Hoceima;Total ville;MLE;2015;2341;152
Al Hoceima;Total ville;MLE;2016;2380;154
Al Hoceima;Total ville;MLE;2017;2378;154
Al Hoceima;Total ville;MLE;2018;2393;156
Al Hoceima;Total ville;MLE;2019;2376;155
Al Hoceima;Total ville;MLE;2020;2365;154
Al Hoceima;Total ville;MLE;2021;2455;160
Al Hoceima;Total ville;MLE;2022;2558;167
Al Hoceima;Villa;GT;2001;4500;100
Al Hoceima;Villa;GT;2002;5000;111
Al Hoceima;Villa;GT;2003;5500;122
Al Hoceima;Villa;GT;2004;6050;134
Al Hoceima;Villa;GT;2005;6324;141
Al Hoceima;Villa;GT;2006;6573;146
Al Hoceima;Villa;GT;2007;6808;151
Al Hoceima;Villa;GT;2008;6952;154
Al Hoceima;Villa;GT;2009;7049;157
Al Hoceima;Villa;GT;2010;7383;164
Al Hoceima;Villa;GT;2011;7792;173
Al Hoceima;Villa;GT;2012;7888;175
Al Hoceima;Villa;GT;2013;7943;177
Al Hoceima;Villa;GT;2014;8000;178
Al Hoceima;Villa;GT;2015;8063;179
Al Hoceima;Villa;GT;2016;8101;180
Al Hoceima;Villa;GT;2017;8118;180
Al Hoceima;Villa;GT;2018;8134;181
Al Hoceima;Villa;GT;2019;8133;181
Al Hoceima;Villa;GT;2020;8149;181
Al Hoceima;Villa;GT;2021;8150;181
Al Hoceima;Villa;GT;2022;8150;181
Al Hoceima;Villa;MT;2001;3700;100
Al Hoceima;Villa;MT;2002;3800;103
Al Hoceima;Villa;MT;2003;4100;111
Al Hoceima;Villa;MT;2004;4450;120
Al Hoceima;Villa;MT;2005;4642;125
Al Hoceima;Villa;MT;2006;4954;134
Al Hoceima;Villa;MT;2007;5042;136
Al Hoceima;Villa;MT;2008;5150;139
Al Hoceima;Villa;MT;2009;5222;141
Al Hoceima;Villa;MT;2010;5290;143
Al Hoceima;Villa;MT;2011;5733;155
Al Hoceima;Villa;MT;2012;6042;163
Al Hoceima;Villa;MT;2013;6246;169
Al Hoceima;Villa;MT;2014;6283;170
Al Hoceima;Villa;MT;2015;6425;174
Al Hoceima;Villa;MT;2016;6698;181
Al Hoceima;Villa;MT;2017;6889;186
Al Hoceima;Villa;MT;2018;6938;188
Al Hoceima;Villa;MT;2019;7102;192
Al Hoceima;Villa;MT;2020;6649;180
Al Hoceima;Villa;MT;2021;6777;183
Al Hoceima;Villa;MT;2022;7069;191
Al Hoceima;Villa;PT;2001;3200;100
Al Hoceima;Villa;PT;2002;3500;109
Al Hoceima;Villa;PT;2003;3558;111
Al Hoceima;Villa;PT;2004;3592;112
Al Hoceima;Villa;PT;2005;3366;105
Al Hoceima;Villa;PT;2006;3500;109
Al Hoceima;Villa;PT;2007;3622;113
Al Hoceima;Villa;PT;2008;3650;114
Al Hoceima;Villa;PT;2009;3728;116
Al Hoceima;Villa;PT;2010;3690;115
Al Hoceima;Villa;PT;2011;3968;124
Al Hoceima;Villa;PT;2012;3880;121
Al Hoceima;Villa;PT;2013;4049;127
Al Hoceima;Villa;PT;2014;4117;129
Al Hoceima;Villa;PT;2015;4177;131
Al Hoceima;Villa;PT;2016;4243;133
Al Hoceima;Villa;PT;2017;4298;134
Al Hoceima;Villa;PT;2018;4325;135
Al Hoceima;Villa;PT;2019;4353;136
Al Hoceima;Villa;PT;2020;4308;135
Al Hoceima;Villa;PT;2021;4400;138
Al Hoceima;Villa;PT;2022;4563;143
Al Hoceima;Villa;VIL;2001;3503;100
Al Hoceima;Villa;VIL;2002;3690;106
Al Hoceima;Villa;VIL;2003;3893;111
Al Hoceima;Villa;VIL;2004;4115;117
Al Hoceima;Villa;VIL;2005;4135;117
Al Hoceima;Villa;VIL;2006;4373;124
Al Hoceima;Villa;VIL;2007;4477;127
Al Hoceima;Villa;VIL;2008;4552;129
Al Hoceima;Villa;VIL;2009;4626;131
Al Hoceima;Villa;VIL;2010;4654;132
Al Hoceima;Villa;VIL;2011;5028;142
Al Hoceima;Villa;VIL;2012;5171;146
Al Hoceima;Villa;VIL;2013;5359;151
Al Hoceima;Villa;VIL;2014;5409;153
Al Hoceima;Villa;VIL;2015;5462;154
Al Hoceima;Villa;VIL;2016;5633;159
Al Hoceima;Villa;VIL;2017;5755;162
Al Hoceima;Villa;VIL;2018;5793;163
Al Hoceima;Villa;VIL;2019;5890;166
Al Hoceima;Villa;VIL;2020;5639;159
Al Hoceima;Villa;VIL;2021;5746;162
Al Hoceima;Villa;VIL;2022;5969;169
Chefchaouen;Appartement standing;APS;2001;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2002;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2003;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2004;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2005;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2006;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2007;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2008;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2009;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2010;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2011;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2012;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2013;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2014;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2015;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2016;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2017;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2018;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2019;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2020;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2021;Non disponible;Non disponible
Chefchaouen;Appartement standing;APS;2022;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2001;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2002;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2003;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2004;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2005;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2006;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2007;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2008;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2009;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2010;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2011;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2012;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2013;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2014;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2015;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2016;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2017;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2018;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2019;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2020;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2021;Non disponible;Non disponible
Chefchaouen;Appartement standing;GT;2022;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2001;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2002;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2003;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2004;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2005;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2006;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2007;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2008;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2009;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2010;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2011;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2012;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2013;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2014;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2015;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2016;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2017;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2018;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2019;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2020;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2021;Non disponible;Non disponible
Chefchaouen;Appartement standing;MT;2022;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2001;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2002;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2003;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2004;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2005;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2006;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2007;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2008;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2009;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2010;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2011;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2012;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2013;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2014;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2015;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2016;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2017;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2018;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2019;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2020;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2021;Non disponible;Non disponible
Chefchaouen;Appartement standing;PT;2022;Non disponible;Non disponible
Chefchaouen;Appartement économique;APE;2001;1004;100
Chefchaouen;Appartement économique;APE;2002;1032;103
Chefchaouen;Appartement économique;APE;2003;1073;107
Chefchaouen;Appartement économique;APE;2004;1117;111
Chefchaouen;Appartement économique;APE;2005;1161;116
Chefchaouen;Appartement économique;APE;2006;1196;119
Chefchaouen;Appartement économique;APE;2007;1246;124
Chefchaouen;Appartement économique;APE;2008;1287;128
Chefchaouen;Appartement économique;APE;2009;1341;133
Chefchaouen;Appartement économique;APE;2010;1414;141
Chefchaouen;Appartement économique;APE;2011;1480;147
Chefchaouen;Appartement économique;APE;2012;1549;154
Chefchaouen;Appartement économique;APE;2013;1630;162
Chefchaouen;Appartement économique;APE;2014;1705;170
Chefchaouen;Appartement économique;APE;2015;1662;179
Chefchaouen;Appartement économique;APE;2016;1721;185
Chefchaouen;Appartement économique;APE;2017;1756;189
Chefchaouen;Appartement économique;APE;2018;1786;193
Chefchaouen;Appartement économique;APE;2019;1799;194
Chefchaouen;Appartement économique;APE;2020;1772;191
Chefchaouen;Appartement économique;APE;2021;1801;194
Chefchaouen;Appartement économique;APE;2022;1835;198
Chefchaouen;Appartement économique;GT;2001;1227;100
Chefchaouen;Appartement économique;GT;2002;1270;104
Chefchaouen;Appartement économique;GT;2003;1332;109
Chefchaouen;Appartement économique;GT;2004;1378;112
Chefchaouen;Appartement économique;GT;2005;1428;116
Chefchaouen;Appartement économique;GT;2006;1472;120
Chefchaouen;Appartement économique;GT;2007;1538;125
Chefchaouen;Appartement économique;GT;2008;1594;130
Chefchaouen;Appartement économique;GT;2009;1671;136
Chefchaouen;Appartement économique;GT;2010;1758;143
Chefchaouen;Appartement économique;GT;2011;1821;148
Chefchaouen;Appartement économique;GT;2012;1898;155
Chefchaouen;Appartement économique;GT;2013;1997;163
Chefchaouen;Appartement économique;GT;2014;2075;169
Chefchaouen;Appartement économique;GT;2015;2169;177
Chefchaouen;Appartement économique;GT;2016;2213;180
Chefchaouen;Appartement économique;GT;2017;2235;182
Chefchaouen;Appartement économique;GT;2018;2264;185
Chefchaouen;Appartement économique;GT;2019;2263;184
Chefchaouen;Appartement économique;GT;2020;2243;183
Chefchaouen;Appartement économique;GT;2021;2258;184
Chefchaouen;Appartement économique;GT;2022;2309;188
Chefchaouen;Appartement économique;MT;2001;905;100
Chefchaouen;Appartement économique;MT;2002;922;102
Chefchaouen;Appartement économique;MT;2003;950;105
Chefchaouen;Appartement économique;MT;2004;996;110
