Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Ain Chkef;Maison sur lot économique;MLE;2001;935;100
Ain Chkef;Maison sur lot économique;MLE;2002;935;100
Ain Chkef;Maison sur lot économique;MLE;2003;935;100
Ain Chkef;Maison sur lot économique;MLE;2004;935;100
Ain Chkef;Maison sur lot économique;MLE;2005;935;100
Ain Chkef;Maison sur lot économique;MLE;2006;935;100
Ain Chkef;Maison sur lot économique;MLE;2007;935;100
Ain Chkef;Maison sur lot économique;MLE;2008;935;100
Ain Chkef;Maison sur lot économique;MLE;2009;935;100
Ain Chkef;Maison sur lot économique;MLE;2010;935;100
Ain Chkef;Maison sur lot économique;MLE;2011;935;100
Ain Chkef;Maison sur lot économique;MLE;2012;935;100
Ain Chkef;Maison sur lot économique;MLE;2013;935;100
Ain Chkef;Maison sur lot économique;MLE;2014;935;100
Ain Chkef;Maison sur lot économique;MLE;2015;979;102
Ain Chkef;Maison sur lot économique;MLE;2016;998;104
Ain Chkef;Maison sur lot économique;MLE;2017;1019;106
Ain Chkef;Maison sur lot économique;MLE;2018;1038;109
Ain Chkef;Maison sur lot économique;MLE;2019;1062;111
Ain Chkef;Maison sur lot économique;MT;2001;982;100
Ain Chkef;Maison sur lot économique;MT;2002;982;100
Ain Chkef;Maison sur lot économique;MT;2003;982;100
Ain Chkef;Maison sur lot économique;MT;2004;982;100
Ain Chkef;Maison sur lot économique;MT;2005;982;100
Ain Chkef;Maison sur lot économique;MT;2006;982;100
Ain Chkef;Maison sur lot économique;MT;2007;982;100
Ain Chkef;Maison sur lot économique;MT;2008;982;100
Ain Chkef;Maison sur lot économique;MT;2009;982;100
Ain Chkef;Maison sur lot économique;MT;2010;982;100
Ain Chkef;Maison sur lot économique;MT;2011;982;100
Ain Chkef;Maison sur lot économique;MT;2012;982;100
Ain Chkef;Maison sur lot économique;MT;2013;982;100
Ain Chkef;Maison sur lot économique;MT;2014;982;100
Ain Chkef;Maison sur lot économique;MT;2015;1002;102
Ain Chkef;Maison sur lot économique;MT;2016;1017;104
Ain Chkef;Maison sur lot économique;MT;2017;1038;106
Ain Chkef;Maison sur lot économique;MT;2018;1060;108
Ain Chkef;Maison sur lot économique;MT;2019;1086;111
Ain Chkef;Maison sur lot économique;PT;2001;694;100
Ain Chkef;Maison sur lot économique;PT;2002;694;100
Ain Chkef;Maison sur lot économique;PT;2003;694;100
Ain Chkef;Maison sur lot économique;PT;2004;694;100
Ain Chkef;Maison sur lot économique;PT;2005;694;100
Ain Chkef;Maison sur lot économique;PT;2006;694;100
Ain Chkef;Maison sur lot économique;PT;2007;694;100
Ain Chkef;Maison sur lot économique;PT;2008;694;100
Ain Chkef;Maison sur lot économique;PT;2009;694;100
Ain Chkef;Maison sur lot économique;PT;2010;694;100
Ain Chkef;Maison sur lot économique;PT;2011;694;100
Ain Chkef;Maison sur lot économique;PT;2012;694;100
Ain Chkef;Maison sur lot économique;PT;2013;694;100
Ain Chkef;Maison sur lot économique;PT;2014;694;100
Ain Chkef;Maison sur lot économique;PT;2015;708;102
Ain Chkef;Maison sur lot économique;PT;2016;737;106
Ain Chkef;Maison sur lot économique;PT;2017;760;110
Ain Chkef;Maison sur lot économique;PT;2018;779;112
Ain Chkef;Maison sur lot économique;PT;2019;800;115
Ain Chkef;Total ville;MLE;2001;1254;100
Ain Chkef;Total ville;MLE;2002;1254;100
Ain Chkef;Total ville;MLE;2003;1254;100
Ain Chkef;Total ville;MLE;2004;1254;100
Ain Chkef;Total ville;MLE;2005;1254;100
Ain Chkef;Total ville;MLE;2006;1254;100
Ain Chkef;Total ville;MLE;2007;1254;100
Ain Chkef;Total ville;MLE;2008;1254;100
Ain Chkef;Total ville;MLE;2009;1254;100
Ain Chkef;Total ville;MLE;2010;1254;100
Ain Chkef;Total ville;MLE;2011;1254;100
Ain Chkef;Total ville;MLE;2012;1254;100
Ain Chkef;Total ville;MLE;2013;1254;100
Ain Chkef;Total ville;MLE;2014;1254;100
Ain Chkef;Total ville;MLE;2015;1114;102
Ain Chkef;Total ville;MLE;2016;1139;104
Ain Chkef;Total ville;MLE;2017;1163;107
Ain Chkef;Total ville;MLE;2018;1184;109
Ain Chkef;Total ville;MLE;2019;1206;111
Ain Chkef;Villa;GT;2001;6719;100
Ain Chkef;Villa;GT;2002;6719;100
Ain Chkef;Villa;GT;2003;6719;100
Ain Chkef;Villa;GT;2004;6719;100
Ain Chkef;Villa;GT;2005;6719;100
Ain Chkef;Villa;GT;2006;6719;100
Ain Chkef;Villa;GT;2007;6719;100
Ain Chkef;Villa;GT;2008;6719;100
Ain Chkef;Villa;GT;2009;6719;100
Ain Chkef;Villa;GT;2010;6719;100
Ain Chkef;Villa;GT;2011;6719;100
Ain Chkef;Villa;GT;2012;6719;100
Ain Chkef;Villa;GT;2013;6719;100
Ain Chkef;Villa;GT;2014;6719;100
Ain Chkef;Villa;GT;2015;6805;101
Ain Chkef;Villa;GT;2016;6945;103
Ain Chkef;Villa;GT;2017;6989;104
Ain Chkef;Villa;GT;2018;7009;104
Ain Chkef;Villa;GT;2019;7192;107
Ain Chkef;Villa;MT;2001;4977;100
Ain Chkef;Villa;MT;2002;4977;100
Ain Chkef;Villa;MT;2003;4977;100
Ain Chkef;Villa;MT;2004;4977;100
Ain Chkef;Villa;MT;2005;4977;100
Ain Chkef;Villa;MT;2006;4977;100
Ain Chkef;Villa;MT;2007;4977;100
Ain Chkef;Villa;MT;2008;4977;100
Ain Chkef;Villa;MT;2009;4977;100
Ain Chkef;Villa;MT;2010;4977;100
Ain Chkef;Villa;MT;2011;4977;100
Ain Chkef;Villa;MT;2012;4977;100
Ain Chkef;Villa;MT;2013;4977;100
Ain Chkef;Villa;MT;2014;4977;100
Ain Chkef;Villa;MT;2015;5104;103
Ain Chkef;Villa;MT;2016;5230;105
Ain Chkef;Villa;MT;2017;5317;107
Ain Chkef;Villa;MT;2018;5342;107
Ain Chkef;Villa;MT;2019;5369;108
Ain Chkef;Villa;PT;2001;3052;100
Ain Chkef;Villa;PT;2002;3052;100
Ain Chkef;Villa;PT;2003;3052;100
Ain Chkef;Villa;PT;2004;3052;100
Ain Chkef;Villa;PT;2005;3052;100
Ain Chkef;Villa;PT;2006;3052;100
Ain Chkef;Villa;PT;2007;3052;100
Ain Chkef;Villa;PT;2008;3052;100
Ain Chkef;Villa;PT;2009;3052;100
Ain Chkef;Villa;PT;2010;3052;100
Ain Chkef;Villa;PT;2011;3052;100
Ain Chkef;Villa;PT;2012;3052;100
Ain Chkef;Villa;PT;2013;3052;100
Ain Chkef;Villa;PT;2014;3052;100
Ain Chkef;Villa;PT;2015;3152;103
Ain Chkef;Villa;PT;2016;3256;107
Ain Chkef;Villa;PT;2017;3314;109
Ain Chkef;Villa;PT;2018;3361;110
Ain Chkef;Villa;PT;2019;3383;111
Ain Chkef;Villa;VIL;2001;4116;100
Ain Chkef;Villa;VIL;2002;4116;100
Ain Chkef;Villa;VIL;2003;4116;100
Ain Chkef;Villa;VIL;2004;4116;100
Ain Chkef;Villa;VIL;2005;4116;100
Ain Chkef;Villa;VIL;2006;4116;100
Ain Chkef;Villa;VIL;2007;4116;100
Ain Chkef;Villa;VIL;2008;4116;100
Ain Chkef;Villa;VIL;2009;4116;100
Ain Chkef;Villa;VIL;2010;4116;100
Ain Chkef;Villa;VIL;2011;4116;100
Ain Chkef;Villa;VIL;2012;4116;100
Ain Chkef;Villa;VIL;2013;4116;100
Ain Chkef;Villa;VIL;2014;4116;100
Ain Chkef;Villa;VIL;2015;4171;103
Ain Chkef;Villa;VIL;2016;4287;106
Ain Chkef;Villa;VIL;2017;4358;108
Ain Chkef;Villa;VIL;2018;4394;109
Ain Chkef;Villa;VIL;2019;4422;109
Azrou;Appartement standing;APS;2001;1399;100
Azrou;Appartement standing;APS;2002;1457;104
Azrou;Appartement standing;APS;2003;1526;109
Azrou;Appartement standing;APS;2004;1591;114
Azrou;Appartement standing;APS;2005;1660;119
Azrou;Appartement standing;APS;2006;1715;123
Azrou;Appartement standing;APS;2007;1779;127
Azrou;Appartement standing;APS;2008;1852;133
Azrou;Appartement standing;APS;2009;1914;137
Azrou;Appartement standing;APS;2010;1975;142
Azrou;Appartement standing;APS;2011;2002;144
Azrou;Appartement standing;APS;2012;2018;146
Azrou;Appartement standing;APS;2013;2035;148
Azrou;Appartement standing;APS;2014;2048;149
Azrou;Appartement standing;APS;2015;2045;153
Azrou;Appartement standing;APS;2016;2071;155
Azrou;Appartement standing;APS;2017;2062;155
Azrou;Appartement standing;APS;2018;2058;155
Azrou;Appartement standing;APS;2019;2066;155
Azrou;Appartement standing;GT;2001;2037;100
Azrou;Appartement standing;GT;2002;2110;104
Azrou;Appartement standing;GT;2003;2206;108
Azrou;Appartement standing;GT;2004;2304;113
Azrou;Appartement standing;GT;2005;2398;118
Azrou;Appartement standing;GT;2006;2478;122
Azrou;Appartement standing;GT;2007;2544;125
Azrou;Appartement standing;GT;2008;2636;129
Azrou;Appartement standing;GT;2009;2720;134
Azrou;Appartement standing;GT;2010;2796;137
Azrou;Appartement standing;GT;2011;2816;138
Azrou;Appartement standing;GT;2012;2758;135
Azrou;Appartement standing;GT;2013;2736;134
Azrou;Appartement standing;GT;2014;2744;135
Azrou;Appartement standing;GT;2015;2763;136
Azrou;Appartement standing;GT;2016;2784;137
Azrou;Appartement standing;GT;2017;2750;135
Azrou;Appartement standing;GT;2018;2740;135
Azrou;Appartement standing;GT;2019;2768;136
Azrou;Appartement standing;MT;2001;1256;100
Azrou;Appartement standing;MT;2002;1315;105
Azrou;Appartement standing;MT;2003;1386;110
Azrou;Appartement standing;MT;2004;1454;116
Azrou;Appartement standing;MT;2005;1523;121
Azrou;Appartement standing;MT;2006;1594;127
Azrou;Appartement standing;MT;2007;1675;133
Azrou;Appartement standing;MT;2008;1750;139
Azrou;Appartement standing;MT;2009;1812;144
Azrou;Appartement standing;MT;2010;1858;148
Azrou;Appartement standing;MT;2011;1891;151
Azrou;Appartement standing;MT;2012;1933;154
Azrou;Appartement standing;MT;2013;1987;158
Azrou;Appartement standing;MT;2014;2010;160
Azrou;Appartement standing;MT;2015;2042;163
Azrou;Appartement standing;MT;2016;2073;165
Azrou;Appartement standing;MT;2017;2068;165
Azrou;Appartement standing;MT;2018;2064;164
Azrou;Appartement standing;MT;2019;2068;165
Azrou;Appartement standing;PT;2001;1020;100
Azrou;Appartement standing;PT;2002;1064;104
Azrou;Appartement standing;PT;2003;1109;109
Azrou;Appartement standing;PT;2004;1146;112
Azrou;Appartement standing;PT;2005;1194;117
Azrou;Appartement standing;PT;2006;1213;119
Azrou;Appartement standing;PT;2007;1258;123
Azrou;Appartement standing;PT;2008;1313;129
Azrou;Appartement standing;PT;2009;1358;133
Azrou;Appartement standing;PT;2010;1419;139
Azrou;Appartement standing;PT;2011;1446;142
Azrou;Appartement standing;PT;2012;1496;147
Azrou;Appartement standing;PT;2013;1508;148
Azrou;Appartement standing;PT;2014;1516;149
Azrou;Appartement standing;PT;2015;1547;152
Azrou;Appartement standing;PT;2016;1567;154
Azrou;Appartement standing;PT;2017;1572;154
Azrou;Appartement standing;PT;2018;1570;154
Azrou;Appartement standing;PT;2019;1574;154
Azrou;Appartement économique;APE;2001;917;100
Azrou;Appartement économique;APE;2002;939;102
Azrou;Appartement économique;APE;2003;955;104
Azrou;Appartement économique;APE;2004;977;107
Azrou;Appartement économique;APE;2005;994;109
Azrou;Appartement économique;APE;2006;1017;111
Azrou;Appartement économique;APE;2007;1044;114
Azrou;Appartement économique;APE;2008;1074;118
Azrou;Appartement économique;APE;2009;1102;121
Azrou;Appartement économique;APE;2010;1138;124
Azrou;Appartement économique;APE;2011;1174;128
Azrou;Appartement économique;APE;2012;1208;132
Azrou;Appartement économique;APE;2013;1241;135
Azrou;Appartement économique;APE;2014;1272;139
Azrou;Appartement économique;APE;2015;1309;142
Azrou;Appartement économique;APE;2016;1349;147
Azrou;Appartement économique;APE;2017;1372;149
Azrou;Appartement économique;APE;2018;1389;151
Azrou;Appartement économique;APE;2019;1398;152
Azrou;Appartement économique;GT;2001;1138;100
Azrou;Appartement économique;GT;2002;1173;103
Azrou;Appartement économique;GT;2003;1177;103
Azrou;Appartement économique;GT;2004;1207;106
Azrou;Appartement économique;GT;2005;1216;107
Azrou;Appartement économique;GT;2006;1244;109
Azrou;Appartement économique;GT;2007;1280;112
Azrou;Appartement économique;GT;2008;1327;117
Azrou;Appartement économique;GT;2009;1374;121
Azrou;Appartement économique;GT;2010;1434;126
Azrou;Appartement économique;GT;2011;1486;131
Azrou;Appartement économique;GT;2012;1530;134
Azrou;Appartement économique;GT;2013;1562;137
Azrou;Appartement économique;GT;2014;1598;140
Azrou;Appartement économique;GT;2015;1644;144
Azrou;Appartement économique;GT;2016;1677;147
Azrou;Appartement économique;GT;2017;1699;149
Azrou;Appartement économique;GT;2018;1714;151
Azrou;Appartement économique;GT;2019;1720;151
Azrou;Appartement économique;MT;2001;947;100
Azrou;Appartement économique;MT;2002;965;102
Azrou;Appartement économique;MT;2003;977;103
Azrou;Appartement économique;MT;2004;996;105
Azrou;Appartement économique;MT;2005;1014;107
Azrou;Appartement économique;MT;2006;1033;109
Azrou;Appartement économique;MT;2007;1053;111
Azrou;Appartement économique;MT;2008;1073;113
Azrou;Appartement économique;MT;2009;1094;115
Azrou;Appartement économique;MT;2010;1125;119
Azrou;Appartement économique;MT;2011;1165;123
Azrou;Appartement économique;MT;2012;1204;127
Azrou;Appartement économique;MT;2013;1242;131
Azrou;Appartement économique;MT;2014;1286;136
Azrou;Appartement économique;MT;2015;1332;141
Azrou;Appartement économique;MT;2016;1375;145
Azrou;Appartement économique;MT;2017;1396;147
Azrou;Appartement économique;MT;2018;1412;149
Azrou;Appartement économique;MT;2019;1421;150
Azrou;Appartement économique;PT;2001;744;100
Azrou;Appartement économique;PT;2002;763;103
Azrou;Appartement économique;PT;2003;789;106
Azrou;Appartement économique;PT;2004;809;109
Azrou;Appartement économique;PT;2005;831;112
Azrou;Appartement économique;PT;2006;855;115
Azrou;Appartement économique;PT;2007;883;119
Azrou;Appartement économique;PT;2008;909;122
Azrou;Appartement économique;PT;2009;933;125
Azrou;Appartement économique;PT;2010;958;129
Azrou;Appartement économique;PT;2011;980;132
Azrou;Appartement économique;PT;2012;1003;135
Azrou;Appartement économique;PT;2013;1030;138
Azrou;Appartement économique;PT;2014;1047;141
Azrou;Appartement économique;PT;2015;1071;144
Azrou;Appartement économique;PT;2016;1112;149
Azrou;Appartement économique;PT;2017;1137;153
Azrou;Appartement économique;PT;2018;1156;155
Azrou;Appartement économique;PT;2019;1166;157
Azrou;Maison sur lot économique;GT;2001;1051;100
Azrou;Maison sur lot économique;GT;2002;1071;102
Azrou;Maison sur lot économique;GT;2003;1101;105
Azrou;Maison sur lot économique;GT;2004;1105;105
Azrou;Maison sur lot économique;GT;2005;1125;107
Azrou;Maison sur lot économique;GT;2006;1155;110
Azrou;Maison sur lot économique;GT;2007;1194;114
Azrou;Maison sur lot économique;GT;2008;1239;118
Azrou;Maison sur lot économique;GT;2009;1293;123
Azrou;Maison sur lot économique;GT;2010;1333;127
Azrou;Maison sur lot économique;GT;2011;1373;131
Azrou;Maison sur lot économique;GT;2012;1415;135
Azrou;Maison sur lot économique;GT;2013;1416;135
Azrou;Maison sur lot économique;GT;2014;1452;138
Azrou;Maison sur lot économique;GT;2015;1495;142
Azrou;Maison sur lot économique;GT;2016;1539;146
Azrou;Maison sur lot économique;GT;2017;1563;149
Azrou;Maison sur lot économique;GT;2018;1574;150
Azrou;Maison sur lot économique;GT;2019;1582;151
Azrou;Maison sur lot économique;MLE;2001;784;100
Azrou;Maison sur lot économique;MLE;2002;802;102
Azrou;Maison sur lot économique;MLE;2003;817;105
Azrou;Maison sur lot économique;MLE;2004;826;106
Azrou;Maison sur lot économique;MLE;2005;845;109
Azrou;Maison sur lot économique;MLE;2006;872;112
Azrou;Maison sur lot économique;MLE;2007;900;116
Azrou;Maison sur lot économique;MLE;2008;931;120
Azrou;Maison sur lot économique;MLE;2009;969;125
Azrou;Maison sur lot économique;MLE;2010;1009;130
Azrou;Maison sur lot économique;MLE;2011;1048;135
Azrou;Maison sur lot économique;MLE;2012;1087;140
Azrou;Maison sur lot économique;MLE;2013;1114;144
Azrou;Maison sur lot économique;MLE;2014;1150;149
Azrou;Maison sur lot économique;MLE;2015;1195;154
Azrou;Maison sur lot économique;MLE;2016;1234;159
Azrou;Maison sur lot économique;MLE;2017;1267;164
Azrou;Maison sur lot économique;MLE;2018;1286;166
Azrou;Maison sur lot économique;MLE;2019;1301;168
Azrou;Maison sur lot économique;MT;2001;833;100
Azrou;Maison sur lot économique;MT;2002;851;102
Azrou;Maison sur lot économique;MT;2003;852;102
Azrou;Maison sur lot économique;MT;2004;851;102
Azrou;Maison sur lot économique;MT;2005;862;103
Azrou;Maison sur lot économique;MT;2006;891;107
Azrou;Maison sur lot économique;MT;2007;914;110
Azrou;Maison sur lot économique;MT;2008;948;114
Azrou;Maison sur lot économique;MT;2009;986;118
Azrou;Maison sur lot économique;MT;2010;1035;124
Azrou;Maison sur lot économique;MT;2011;1084;130
Azrou;Maison sur lot économique;MT;2012;1125;135
Azrou;Maison sur lot économique;MT;2013;1161;139
Azrou;Maison sur lot économique;MT;2014;1201;144
Azrou;Maison sur lot économique;MT;2015;1244;149
Azrou;Maison sur lot économique;MT;2016;1281;154
Azrou;Maison sur lot économique;MT;2017;1314;158
Azrou;Maison sur lot économique;MT;2018;1334;160
Azrou;Maison sur lot économique;MT;2019;1354;163
Azrou;Maison sur lot économique;PT;2001;563;100
Azrou;Maison sur lot économique;PT;2002;581;103
