Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Azilal;Appartement économique;APE;2016;1049;130
Azilal;Appartement économique;APE;2017;1080;134
Azilal;Appartement économique;APE;2018;1118;138
Azilal;Appartement économique;APE;2019;1157;143
Azilal;Appartement économique;GT;2001;1120;100
Azilal;Appartement économique;GT;2002;1142;102
Azilal;Appartement économique;GT;2003;1129;101
Azilal;Appartement économique;GT;2004;1076;96
Azilal;Appartement économique;GT;2005;1046;93
Azilal;Appartement économique;GT;2006;1046;93
Azilal;Appartement économique;GT;2007;1046;93
Azilal;Appartement économique;GT;2008;1060;95
Azilal;Appartement économique;GT;2009;1079;96
Azilal;Appartement économique;GT;2010;1108;99
Azilal;Appartement économique;GT;2011;1126;101
Azilal;Appartement économique;GT;2012;1156;103
Azilal;Appartement économique;GT;2013;1186;106
Azilal;Appartement économique;GT;2014;1218;109
Azilal;Appartement économique;GT;2015;1250;112
Azilal;Appartement économique;GT;2016;1275;114
Azilal;Appartement économique;GT;2017;1300;116
Azilal;Appartement économique;GT;2018;1325;118
Azilal;Appartement économique;GT;2019;1395;125
Azilal;Appartement économique;MT;2001;787;100
Azilal;Appartement économique;MT;2002;799;102
Azilal;Appartement économique;MT;2003;837;106
Azilal;Appartement économique;MT;2004;876;111
Azilal;Appartement économique;MT;2005;887;113
Azilal;Appartement économique;MT;2006;889;113
Azilal;Appartement économique;MT;2007;921;117
Azilal;Appartement économique;MT;2008;940;120
Azilal;Appartement économique;MT;2009;973;124
Azilal;Appartement économique;MT;2010;978;124
Azilal;Appartement économique;MT;2011;983;125
Azilal;Appartement économique;MT;2012;989;126
Azilal;Appartement économique;MT;2013;994;126
Azilal;Appartement économique;MT;2014;1000;127
Azilal;Appartement économique;MT;2015;1005;128
Azilal;Appartement économique;MT;2016;1045;133
Azilal;Appartement économique;MT;2017;1085;138
Azilal;Appartement économique;MT;2018;1125;143
Azilal;Appartement économique;MT;2019;1175;149
Azilal;Appartement économique;PT;2001;730;100
Azilal;Appartement économique;PT;2002;735;101
Azilal;Appartement économique;PT;2003;730;100
Azilal;Appartement économique;PT;2004;749;103
Azilal;Appartement économique;PT;2005;781;107
Azilal;Appartement économique;PT;2006;781;107
Azilal;Appartement économique;PT;2007;811;111
Azilal;Appartement économique;PT;2008;840;115
Azilal;Appartement économique;PT;2009;877;120
Azilal;Appartement économique;PT;2010;886;121
Azilal;Appartement économique;PT;2011;895;123
Azilal;Appartement économique;PT;2012;904;124
Azilal;Appartement économique;PT;2013;913;125
Azilal;Appartement économique;PT;2014;922;126
Azilal;Appartement économique;PT;2015;931;128
Azilal;Appartement économique;PT;2016;950;130
Azilal;Appartement économique;PT;2017;962;132
Azilal;Appartement économique;PT;2018;1000;137
Azilal;Appartement économique;PT;2019;1000;137
Azilal;Maison sur lot économique;GT;2001;1124;100
Azilal;Maison sur lot économique;GT;2002;1158;103
Azilal;Maison sur lot économique;GT;2003;1182;105
Azilal;Maison sur lot économique;GT;2004;1188;106
Azilal;Maison sur lot économique;GT;2005;1199;107
Azilal;Maison sur lot économique;GT;2006;1210;108
Azilal;Maison sur lot économique;GT;2007;1227;109
Azilal;Maison sur lot économique;GT;2008;1239;110
Azilal;Maison sur lot économique;GT;2009;1267;113
Azilal;Maison sur lot économique;GT;2010;1283;114
Azilal;Maison sur lot économique;GT;2011;1287;114
Azilal;Maison sur lot économique;GT;2012;1293;115
Azilal;Maison sur lot économique;GT;2013;1310;117
Azilal;Maison sur lot économique;GT;2014;1317;117
Azilal;Maison sur lot économique;GT;2015;1328;118
Azilal;Maison sur lot économique;GT;2016;1375;122
Azilal;Maison sur lot économique;GT;2017;1422;127
Azilal;Maison sur lot économique;GT;2018;1470;131
Azilal;Maison sur lot économique;GT;2019;1603;143
Azilal;Maison sur lot économique;MLE;2001;971;100
Azilal;Maison sur lot économique;MLE;2002;986;102
Azilal;Maison sur lot économique;MLE;2003;998;103
Azilal;Maison sur lot économique;MLE;2004;1005;104
Azilal;Maison sur lot économique;MLE;2005;997;103
Azilal;Maison sur lot économique;MLE;2006;982;102
Azilal;Maison sur lot économique;MLE;2007;989;102
Azilal;Maison sur lot économique;MLE;2008;1002;104
Azilal;Maison sur lot économique;MLE;2009;1018;105
Azilal;Maison sur lot économique;MLE;2010;1029;107
Azilal;Maison sur lot économique;MLE;2011;1045;108
Azilal;Maison sur lot économique;MLE;2012;1061;110
Azilal;Maison sur lot économique;MLE;2013;1080;112
Azilal;Maison sur lot économique;MLE;2014;1097;114
Azilal;Maison sur lot économique;MLE;2015;1091;118
Azilal;Maison sur lot économique;MLE;2016;1134;123
Azilal;Maison sur lot économique;MLE;2017;1174;127
Azilal;Maison sur lot économique;MLE;2018;1222;133
Azilal;Maison sur lot économique;MLE;2019;1294;140
Azilal;Maison sur lot économique;MT;2001;1008;100
Azilal;Maison sur lot économique;MT;2002;1018;101
Azilal;Maison sur lot économique;MT;2003;1026;102
Azilal;Maison sur lot économique;MT;2004;1036;103
Azilal;Maison sur lot économique;MT;2005;1015;101
Azilal;Maison sur lot économique;MT;2006;984;98
Azilal;Maison sur lot économique;MT;2007;985;98
Azilal;Maison sur lot économique;MT;2008;998;99
Azilal;Maison sur lot économique;MT;2009;1015;101
Azilal;Maison sur lot économique;MT;2010;1022;101
Azilal;Maison sur lot économique;MT;2011;1040;103
Azilal;Maison sur lot économique;MT;2012;1058;105
Azilal;Maison sur lot économique;MT;2013;1077;107
Azilal;Maison sur lot économique;MT;2014;1096;109
Azilal;Maison sur lot économique;MT;2015;1115;111
Azilal;Maison sur lot économique;MT;2016;1160;115
Azilal;Maison sur lot économique;MT;2017;1205;120
Azilal;Maison sur lot économique;MT;2018;1250;124
Azilal;Maison sur lot économique;MT;2019;1330;132
Azilal;Maison sur lot économique;PT;2001;632;100
Azilal;Maison sur lot économique;PT;2002;651;103
Azilal;Maison sur lot économique;PT;2003;663;105
Azilal;Maison sur lot économique;PT;2004;655;104
Azilal;Maison sur lot économique;PT;2005;682;108
Azilal;Maison sur lot économique;PT;2006;702;111
Azilal;Maison sur lot économique;PT;2007;722;114
Azilal;Maison sur lot économique;PT;2008;740;117
Azilal;Maison sur lot économique;PT;2009;740;117
Azilal;Maison sur lot économique;PT;2010;760;120
Azilal;Maison sur lot économique;PT;2011;780;123
Azilal;Maison sur lot économique;PT;2012;801;127
Azilal;Maison sur lot économique;PT;2013;822;130
Azilal;Maison sur lot économique;PT;2014;844;134
Azilal;Maison sur lot économique;PT;2015;867;137
Azilal;Maison sur lot économique;PT;2016;899;142
Azilal;Maison sur lot économique;PT;2017;925;146
Azilal;Maison sur lot économique;PT;2018;978;155
Azilal;Maison sur lot économique;PT;2019;990;157
Azilal;Total ville;MLE;2001;914;100
Azilal;Total ville;MLE;2002;929;102
Azilal;Total ville;MLE;2003;947;104
Azilal;Total ville;MLE;2004;960;105
Azilal;Total ville;MLE;2005;960;106
Azilal;Total ville;MLE;2006;953;105
Azilal;Total ville;MLE;2007;970;107
Azilal;Total ville;MLE;2008;987;109
Azilal;Total ville;MLE;2009;1010;112
Azilal;Total ville;MLE;2010;1022;113
Azilal;Total ville;MLE;2011;1034;114
Azilal;Total ville;MLE;2012;1047;116
Azilal;Total ville;MLE;2013;1062;117
Azilal;Total ville;MLE;2014;1076;119
Azilal;Total ville;MLE;2015;1114;119
Azilal;Total ville;MLE;2016;1156;124
Azilal;Total ville;MLE;2017;1195;128
Azilal;Total ville;MLE;2018;1241;133
Azilal;Total ville;MLE;2019;1310;140
Azilal;Villa;GT;2001;2969;100
Azilal;Villa;GT;2002;3101;104
Azilal;Villa;GT;2003;3243;109
Azilal;Villa;GT;2004;3391;114
Azilal;Villa;GT;2005;3537;119
Azilal;Villa;GT;2006;3584;121
Azilal;Villa;GT;2007;3728;126
Azilal;Villa;GT;2008;3905;132
Azilal;Villa;GT;2009;3906;132
Azilal;Villa;GT;2010;3985;134
Azilal;Villa;GT;2011;3986;134
Azilal;Villa;GT;2012;3987;134
Azilal;Villa;GT;2013;3988;134
Azilal;Villa;GT;2014;3989;134
Azilal;Villa;GT;2015;3990;134
Azilal;Villa;GT;2016;4007;135
Azilal;Villa;GT;2017;4018;135
Azilal;Villa;GT;2018;4050;136
Azilal;Villa;GT;2019;4050;136
Azilal;Villa;MT;2001;2138;100
Azilal;Villa;MT;2002;2245;105
Azilal;Villa;MT;2003;2289;107
Azilal;Villa;MT;2004;2357;110
Azilal;Villa;MT;2005;2380;111
Azilal;Villa;MT;2006;2403;112
Azilal;Villa;MT;2007;2427;113
Azilal;Villa;MT;2008;2499;117
Azilal;Villa;MT;2009;2548;119
Azilal;Villa;MT;2010;2624;123
Azilal;Villa;MT;2011;2650;124
Azilal;Villa;MT;2012;2675;125
Azilal;Villa;MT;2013;2701;126
Azilal;Villa;MT;2014;2819;132
Azilal;Villa;MT;2015;2960;138
Azilal;Villa;MT;2016;2991;140
Azilal;Villa;MT;2017;3018;141
Azilal;Villa;MT;2018;3062;143
Azilal;Villa;MT;2019;3080;144
Azilal;Villa;PT;2001;1752;100
Azilal;Villa;PT;2002;1833;105
Azilal;Villa;PT;2003;1909;109
Azilal;Villa;PT;2004;2005;114
Azilal;Villa;PT;2005;2052;117
Azilal;Villa;PT;2006;2062;118
Azilal;Villa;PT;2007;2084;119
Azilal;Villa;PT;2008;2165;124
Azilal;Villa;PT;2009;2218;127
Azilal;Villa;PT;2010;2328;133
Azilal;Villa;PT;2011;2358;135
Azilal;Villa;PT;2012;2346;134
Azilal;Villa;PT;2013;2367;135
Azilal;Villa;PT;2014;2389;136
Azilal;Villa;PT;2015;2457;140
Azilal;Villa;PT;2016;2483;142
Azilal;Villa;PT;2017;2504;143
Azilal;Villa;PT;2018;2540;145
Azilal;Villa;PT;2019;2555;146
Azilal;Villa;VIL;2001;2275;100
Azilal;Villa;VIL;2002;2383;105
Azilal;Villa;VIL;2003;2460;108
Azilal;Villa;VIL;2004;2554;112
Azilal;Villa;VIL;2005;2615;115
Azilal;Villa;VIL;2006;2642;116
Azilal;Villa;VIL;2007;2696;118
Azilal;Villa;VIL;2008;2798;122
Azilal;Villa;VIL;2009;2835;124
Azilal;Villa;VIL;2010;2919;128
Azilal;Villa;VIL;2011;2939;129
Azilal;Villa;VIL;2012;2951;129
Azilal;Villa;VIL;2013;2969;130
Azilal;Villa;VIL;2014;3036;133
Azilal;Villa;VIL;2015;2986;138
Azilal;Villa;VIL;2016;3014;140
Azilal;Villa;VIL;2017;3037;141
Azilal;Villa;VIL;2018;3078;143
Azilal;Villa;VIL;2019;3093;143
Béni Mellal;Appartement standing;APS;2001;1709;100
Béni Mellal;Appartement standing;APS;2002;1657;97
Béni Mellal;Appartement standing;APS;2003;1778;104
Béni Mellal;Appartement standing;APS;2004;1872;110
Béni Mellal;Appartement standing;APS;2005;1961;115
Béni Mellal;Appartement standing;APS;2006;1961;115
Béni Mellal;Appartement standing;APS;2007;1925;113
Béni Mellal;Appartement standing;APS;2008;1975;116
Béni Mellal;Appartement standing;APS;2009;2052;120
Béni Mellal;Appartement standing;APS;2010;2151;126
Béni Mellal;Appartement standing;APS;2011;2299;135
Béni Mellal;Appartement standing;APS;2012;2455;144
Béni Mellal;Appartement standing;APS;2013;2399;141
Béni Mellal;Appartement standing;APS;2014;2587;152
Béni Mellal;Appartement standing;APS;2015;2710;158
Béni Mellal;Appartement standing;APS;2016;2790;163
Béni Mellal;Appartement standing;APS;2017;2736;159
Béni Mellal;Appartement standing;APS;2018;2781;162
Béni Mellal;Appartement standing;APS;2019;2817;164
Béni Mellal;Appartement standing;GT;2001;2267;100
Béni Mellal;Appartement standing;GT;2002;2389;105
Béni Mellal;Appartement standing;GT;2003;2533;112
Béni Mellal;Appartement standing;GT;2004;2565;113
Béni Mellal;Appartement standing;GT;2005;2575;114
Béni Mellal;Appartement standing;GT;2006;2575;114
Béni Mellal;Appartement standing;GT;2007;2581;114
Béni Mellal;Appartement standing;GT;2008;2661;117
Béni Mellal;Appartement standing;GT;2009;2782;123
Béni Mellal;Appartement standing;GT;2010;2932;129
Béni Mellal;Appartement standing;GT;2011;3149;139
Béni Mellal;Appartement standing;GT;2012;3214;142
Béni Mellal;Appartement standing;GT;2013;3279;145
Béni Mellal;Appartement standing;GT;2014;3571;158
Béni Mellal;Appartement standing;GT;2015;3693;163
Béni Mellal;Appartement standing;GT;2016;3730;165
Béni Mellal;Appartement standing;GT;2017;3825;169
Béni Mellal;Appartement standing;GT;2018;3900;172
Béni Mellal;Appartement standing;GT;2019;3958;175
Béni Mellal;Appartement standing;MT;2001;1756;100
Béni Mellal;Appartement standing;MT;2002;1670;95
Béni Mellal;Appartement standing;MT;2003;1792;102
Béni Mellal;Appartement standing;MT;2004;1900;108
Béni Mellal;Appartement standing;MT;2005;2000;114
Béni Mellal;Appartement standing;MT;2006;2000;114
Béni Mellal;Appartement standing;MT;2007;1950;111
Béni Mellal;Appartement standing;MT;2008;2000;114
Béni Mellal;Appartement standing;MT;2009;2080;118
Béni Mellal;Appartement standing;MT;2010;2180;124
Béni Mellal;Appartement standing;MT;2011;2325;132
Béni Mellal;Appartement standing;MT;2012;2475;141
Béni Mellal;Appartement standing;MT;2013;2400;137
Béni Mellal;Appartement standing;MT;2014;2600;148
Béni Mellal;Appartement standing;MT;2015;2675;152
Béni Mellal;Appartement standing;MT;2016;2760;157
Béni Mellal;Appartement standing;MT;2017;2702;154
Béni Mellal;Appartement standing;MT;2018;2775;158
Béni Mellal;Appartement standing;MT;2019;2805;160
Béni Mellal;Appartement standing;PT;2001;1367;100
Béni Mellal;Appartement standing;PT;2002;1496;109
Béni Mellal;Appartement standing;PT;2003;1613;118
Béni Mellal;Appartement standing;PT;2004;1628;119
Béni Mellal;Appartement standing;PT;2005;1655;121
Béni Mellal;Appartement standing;PT;2006;1655;121
Béni Mellal;Appartement standing;PT;2007;1700;124
Béni Mellal;Appartement standing;PT;2008;1750;128
Béni Mellal;Appartement standing;PT;2009;1800;132
Béni Mellal;Appartement standing;PT;2010;1890;138
Béni Mellal;Appartement standing;PT;2011;2050;150
Béni Mellal;Appartement standing;PT;2012;2250;165
Béni Mellal;Appartement standing;PT;2013;2300;168
Béni Mellal;Appartement standing;PT;2014;2400;176
Béni Mellal;Appartement standing;PT;2015;2452;179
Béni Mellal;Appartement standing;PT;2016;2525;185
Béni Mellal;Appartement standing;PT;2017;2425;177
Béni Mellal;Appartement standing;PT;2018;2350;172
Béni Mellal;Appartement standing;PT;2019;2400;176
Béni Mellal;Appartement économique;APE;2001;1277;100
Béni Mellal;Appartement économique;APE;2002;1298;101
Béni Mellal;Appartement économique;APE;2003;1331;104
Béni Mellal;Appartement économique;APE;2004;1364;108
Béni Mellal;Appartement économique;APE;2005;1372;109
Béni Mellal;Appartement économique;APE;2006;1373;109
Béni Mellal;Appartement économique;APE;2007;1412;112
Béni Mellal;Appartement économique;APE;2008;1456;116
Béni Mellal;Appartement économique;APE;2009;1504;120
Béni Mellal;Appartement économique;APE;2010;1520;121
Béni Mellal;Appartement économique;APE;2011;1536;122
Béni Mellal;Appartement économique;APE;2012;1553;123
Béni Mellal;Appartement économique;APE;2013;1570;124
Béni Mellal;Appartement économique;APE;2014;1587;126
Béni Mellal;Appartement économique;APE;2015;1550;128
Béni Mellal;Appartement économique;APE;2016;1568;129
Béni Mellal;Appartement économique;APE;2017;1585;131
Béni Mellal;Appartement économique;APE;2018;1603;132
Béni Mellal;Appartement économique;APE;2019;1674;138
Béni Mellal;Appartement économique;GT;2001;1733;100
Béni Mellal;Appartement économique;GT;2002;1784;103
Béni Mellal;Appartement économique;GT;2003;1764;102
Béni Mellal;Appartement économique;GT;2004;1646;95
Béni Mellal;Appartement économique;GT;2005;1600;92
Béni Mellal;Appartement économique;GT;2006;1600;92
Béni Mellal;Appartement économique;GT;2007;1600;92
Béni Mellal;Appartement économique;GT;2008;1670;96
Béni Mellal;Appartement économique;GT;2009;1700;98
Béni Mellal;Appartement économique;GT;2010;1745;101
Béni Mellal;Appartement économique;GT;2011;1791;103
Béni Mellal;Appartement économique;GT;2012;1838;106
Béni Mellal;Appartement économique;GT;2013;1887;109
Béni Mellal;Appartement économique;GT;2014;1937;112
Béni Mellal;Appartement économique;GT;2015;1988;115
Béni Mellal;Appartement économique;GT;2016;2041;118
Béni Mellal;Appartement économique;GT;2017;2095;121
Béni Mellal;Appartement économique;GT;2018;2150;124
Béni Mellal;Appartement économique;GT;2019;2225;128
Béni Mellal;Appartement économique;MT;2001;1201;100
Béni Mellal;Appartement économique;MT;2002;1221;102
Béni Mellal;Appartement économique;MT;2003;1278;106
Béni Mellal;Appartement économique;MT;2004;1351;112
Béni Mellal;Appartement économique;MT;2005;1368;114
Béni Mellal;Appartement économique;MT;2006;1370;114
Béni Mellal;Appartement économique;MT;2007;1420;118
Béni Mellal;Appartement économique;MT;2008;1450;121
Béni Mellal;Appartement économique;MT;2009;1500;125
Béni Mellal;Appartement économique;MT;2010;1508;126
Béni Mellal;Appartement économique;MT;2011;1516;126
Béni Mellal;Appartement économique;MT;2012;1525;127
Béni Mellal;Appartement économique;MT;2013;1533;128
Béni Mellal;Appartement économique;MT;2014;1541;128
Béni Mellal;Appartement économique;MT;2015;1550;129
Béni Mellal;Appartement économique;MT;2016;1558;130
Béni Mellal;Appartement économique;MT;2017;1566;130
Béni Mellal;Appartement économique;MT;2018;1575;131
Béni Mellal;Appartement économique;MT;2019;1650;137
Béni Mellal;Appartement économique;PT;2001;931;100
Béni Mellal;Appartement économique;PT;2002;906;97
Béni Mellal;Appartement économique;PT;2003;891;96
Béni Mellal;Appartement économique;PT;2004;950;102
Béni Mellal;Appartement économique;PT;2005;1000;107
Béni Mellal;Appartement économique;PT;2006;1000;107
Béni Mellal;Appartement économique;PT;2007;1038;112
Béni Mellal;Appartement économique;PT;2008;1116;120
Béni Mellal;Appartement économique;PT;2009;1188;128
Béni Mellal;Appartement économique;PT;2010;1200;129
Béni Mellal;Appartement économique;PT;2011;1212;130
Béni Mellal;Appartement économique;PT;2012;1224;132
Béni Mellal;Appartement économique;PT;2013;1237;133
Béni Mellal;Appartement économique;PT;2014;1249;134
Béni Mellal;Appartement économique;PT;2015;1262;136
Béni Mellal;Appartement économique;PT;2016;1274;137
Béni Mellal;Appartement économique;PT;2017;1287;138
Béni Mellal;Appartement économique;PT;2018;1300;140
Béni Mellal;Appartement économique;PT;2019;1358;146
Béni Mellal;Maison sur lot économique;GT;2001;1532;100
Béni Mellal;Maison sur lot économique;GT;2002;1624;106
Béni Mellal;Maison sur lot économique;GT;2003;1658;108
Béni Mellal;Maison sur lot économique;GT;2004;1750;114
Béni Mellal;Maison sur lot économique;GT;2005;1700;111
Béni Mellal;Maison sur lot économique;GT;2006;1700;111
Béni Mellal;Maison sur lot économique;GT;2007;1724;113
Béni Mellal;Maison sur lot économique;GT;2008;1740;114
Béni Mellal;Maison sur lot économique;GT;2009;1780;116
Béni Mellal;Maison sur lot économique;GT;2010;1785;116
Béni Mellal;Maison sur lot économique;GT;2011;1790;117
Béni Mellal;Maison sur lot économique;GT;2012;1795;117
Béni Mellal;Maison sur lot économique;GT;2013;1800;117
Béni Mellal;Maison sur lot économique;GT;2014;1805;118
Béni Mellal;Maison sur lot économique;GT;2015;1810;118
Béni Mellal;Maison sur lot économique;GT;2016;1815;118
Béni Mellal;Maison sur lot économique;GT;2017;1820;119
Béni Mellal;Maison sur lot économique;GT;2018;1875;122
Béni Mellal;Maison sur lot économique;GT;2019;2033;133
Béni Mellal;Maison sur lot économique;MLE;2001;1208;100
Béni Mellal;Maison sur lot économique;MLE;2002;1263;104
Béni Mellal;Maison sur lot économique;MLE;2003;1342;111
Béni Mellal;Maison sur lot économique;MLE;2004;1372;113
Béni Mellal;Maison sur lot économique;MLE;2005;1308;108
Béni Mellal;Maison sur lot économique;MLE;2006;1284;106
Béni Mellal;Maison sur lot économique;MLE;2007;1292;106
Béni Mellal;Maison sur lot économique;MLE;2008;1322;109
Béni Mellal;Maison sur lot économique;MLE;2009;1353;112
Béni Mellal;Maison sur lot économique;MLE;2010;1372;113
Béni Mellal;Maison sur lot économique;MLE;2011;1392;115
Béni Mellal;Maison sur lot économique;MLE;2012;1412;117
Béni Mellal;Maison sur lot économique;MLE;2013;1433;119
Béni Mellal;Maison sur lot économique;MLE;2014;1454;121
Béni Mellal;Maison sur lot économique;MLE;2015;1421;123
Béni Mellal;Maison sur lot économique;MLE;2016;1445;125
Béni Mellal;Maison sur lot économique;MLE;2017;1469;128
Béni Mellal;Maison sur lot économique;MLE;2018;1497;130
Béni Mellal;Maison sur lot économique;MLE;2019;1603;139
Béni Mellal;Maison sur lot économique;MT;2001;1165;100
Béni Mellal;Maison sur lot économique;MT;2002;1212;104
Béni Mellal;Maison sur lot économique;MT;2003;1307;112
Béni Mellal;Maison sur lot économique;MT;2004;1333;114
Béni Mellal;Maison sur lot économique;MT;2005;1265;109
Béni Mellal;Maison sur lot économique;MT;2006;1227;105
Béni Mellal;Maison sur lot économique;MT;2007;1228;105
Béni Mellal;Maison sur lot économique;MT;2008;1257;108
Béni Mellal;Maison sur lot économique;MT;2009;1290;111
Béni Mellal;Maison sur lot économique;MT;2010;1313;113
Béni Mellal;Maison sur lot économique;MT;2011;1336;115
Béni Mellal;Maison sur lot économique;MT;2012;1359;117
Béni Mellal;Maison sur lot économique;MT;2013;1383;119
Béni Mellal;Maison sur lot économique;MT;2014;1407;121
Béni Mellal;Maison sur lot économique;MT;2015;1432;123
Béni Mellal;Maison sur lot économique;MT;2016;1457;125
Béni Mellal;Maison sur lot économique;MT;2017;1482;127
Béni Mellal;Maison sur lot économique;MT;2018;1500;129
Béni Mellal;Maison sur lot économique;MT;2019;1605;138
Béni Mellal;Maison sur lot économique;PT;2001;898;100
Béni Mellal;Maison sur lot économique;PT;2002;935;104
Béni Mellal;Maison sur lot économique;PT;2003;999;111
Béni Mellal;Maison sur lot économique;PT;2004;946;105
Béni Mellal;Maison sur lot économique;PT;2005;878;98
Béni Mellal;Maison sur lot économique;PT;2006;893;99
Béni Mellal;Maison sur lot économique;PT;2007;920;102
Béni Mellal;Maison sur lot économique;PT;2008;980;109
Béni Mellal;Maison sur lot économique;PT;2009;980;109
Béni Mellal;Maison sur lot économique;PT;2010;1006;112
Béni Mellal;Maison sur lot économique;PT;2011;1033;115
Béni Mellal;Maison sur lot économique;PT;2012;1061;118
Béni Mellal;Maison sur lot économique;PT;2013;1089;121
