Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Assa;Appartement économique;GT;2005;346;99
Assa;Appartement économique;GT;2006;348;99
Assa;Appartement économique;GT;2007;346;99
Assa;Appartement économique;GT;2008;356;102
Assa;Appartement économique;GT;2009;365;104
Assa;Appartement économique;GT;2010;376;107
Assa;Appartement économique;GT;2011;379;108
Assa;Appartement économique;GT;2012;388;111
Assa;Appartement économique;GT;2013;391;112
Assa;Appartement économique;GT;2014;398;114
Assa;Appartement économique;GT;2015;404;115
Assa;Appartement économique;GT;2016;418;119
Assa;Appartement économique;GT;2017;433;124
Assa;Appartement économique;GT;2018;444;127
Assa;Appartement économique;GT;2019;462;132
Assa;Appartement économique;GT;2020;445;127
Assa;Appartement économique;GT;2021;445;127
Assa;Appartement économique;GT;2022;455;130
Assa;Appartement économique;MT;2001;205;100
Assa;Appartement économique;MT;2002;205;100
Assa;Appartement économique;MT;2003;208;101
Assa;Appartement économique;MT;2004;212;103
Assa;Appartement économique;MT;2005;217;106
Assa;Appartement économique;MT;2006;220;107
Assa;Appartement économique;MT;2007;219;107
Assa;Appartement économique;MT;2008;223;109
Assa;Appartement économique;MT;2009;227;111
Assa;Appartement économique;MT;2010;233;114
Assa;Appartement économique;MT;2011;237;116
Assa;Appartement économique;MT;2012;241;117
Assa;Appartement économique;MT;2013;243;119
Assa;Appartement économique;MT;2014;247;121
Assa;Appartement économique;MT;2015;251;123
Assa;Appartement économique;MT;2016;260;127
Assa;Appartement économique;MT;2017;268;131
Assa;Appartement économique;MT;2018;278;136
Assa;Appartement économique;MT;2019;286;140
Assa;Appartement économique;MT;2020;274;134
Assa;Appartement économique;MT;2021;280;137
Assa;Appartement économique;MT;2022;288;141
Assa;Appartement économique;PT;2001;147;100
Assa;Appartement économique;PT;2002;151;102
Assa;Appartement économique;PT;2003;155;105
Assa;Appartement économique;PT;2004;159;108
Assa;Appartement économique;PT;2005;163;111
Assa;Appartement économique;PT;2006;167;113
Assa;Appartement économique;PT;2007;166;113
Assa;Appartement économique;PT;2008;171;116
Assa;Appartement économique;PT;2009;176;120
Assa;Appartement économique;PT;2010;181;123
Assa;Appartement économique;PT;2011;181;123
Assa;Appartement économique;PT;2012;184;125
Assa;Appartement économique;PT;2013;188;128
Assa;Appartement économique;PT;2014;194;132
Assa;Appartement économique;PT;2015;198;134
Assa;Appartement économique;PT;2016;206;140
Assa;Appartement économique;PT;2017;215;146
Assa;Appartement économique;PT;2018;226;153
Assa;Appartement économique;PT;2019;233;158
Assa;Appartement économique;PT;2020;224;152
Assa;Appartement économique;PT;2021;230;156
Assa;Appartement économique;PT;2022;237;161
Assa;Maison sur lot économique;GT;2001;356;100
Assa;Maison sur lot économique;GT;2002;365;102
Assa;Maison sur lot économique;GT;2003;362;102
Assa;Maison sur lot économique;GT;2004;356;100
Assa;Maison sur lot économique;GT;2005;355;100
Assa;Maison sur lot économique;GT;2006;361;101
Assa;Maison sur lot économique;GT;2007;366;103
Assa;Maison sur lot économique;GT;2008;373;105
Assa;Maison sur lot économique;GT;2009;381;107
Assa;Maison sur lot économique;GT;2010;385;108
Assa;Maison sur lot économique;GT;2011;393;110
Assa;Maison sur lot économique;GT;2012;402;113
Assa;Maison sur lot économique;GT;2013;407;114
Assa;Maison sur lot économique;GT;2014;411;115
Assa;Maison sur lot économique;GT;2015;419;118
Assa;Maison sur lot économique;GT;2016;435;122
Assa;Maison sur lot économique;GT;2017;449;126
Assa;Maison sur lot économique;GT;2018;467;131
Assa;Maison sur lot économique;GT;2019;481;135
Assa;Maison sur lot économique;GT;2020;457;128
Assa;Maison sur lot économique;GT;2021;456;128
Assa;Maison sur lot économique;GT;2022;461;129
Assa;Maison sur lot économique;MLE;2001;227;100
Assa;Maison sur lot économique;MLE;2002;233;103
Assa;Maison sur lot économique;MLE;2003;231;102
Assa;Maison sur lot économique;MLE;2004;228;100
Assa;Maison sur lot économique;MLE;2005;227;100
Assa;Maison sur lot économique;MLE;2006;230;101
Assa;Maison sur lot économique;MLE;2007;234;103
Assa;Maison sur lot économique;MLE;2008;239;105
Assa;Maison sur lot économique;MLE;2009;244;108
Assa;Maison sur lot économique;MLE;2010;250;110
Assa;Maison sur lot économique;MLE;2011;250;110
Assa;Maison sur lot économique;MLE;2012;254;112
Assa;Maison sur lot économique;MLE;2013;259;114
Assa;Maison sur lot économique;MLE;2014;264;116
Assa;Maison sur lot économique;MLE;2015;279;120
Assa;Maison sur lot économique;MLE;2016;291;126
Assa;Maison sur lot économique;MLE;2017;304;132
Assa;Maison sur lot économique;MLE;2018;318;139
Assa;Maison sur lot économique;MLE;2019;329;144
Assa;Maison sur lot économique;MLE;2020;317;139
Assa;Maison sur lot économique;MLE;2021;317;139
Assa;Maison sur lot économique;MLE;2022;326;143
Assa;Maison sur lot économique;MT;2001;218;100
Assa;Maison sur lot économique;MT;2002;225;103
Assa;Maison sur lot économique;MT;2003;222;102
Assa;Maison sur lot économique;MT;2004;218;100
Assa;Maison sur lot économique;MT;2005;217;99
Assa;Maison sur lot économique;MT;2006;220;101
Assa;Maison sur lot économique;MT;2007;226;104
Assa;Maison sur lot économique;MT;2008;230;105
Assa;Maison sur lot économique;MT;2009;236;108
Assa;Maison sur lot économique;MT;2010;242;111
Assa;Maison sur lot économique;MT;2011;239;110
Assa;Maison sur lot économique;MT;2012;241;110
Assa;Maison sur lot économique;MT;2013;248;113
Assa;Maison sur lot économique;MT;2014;252;116
Assa;Maison sur lot économique;MT;2015;260;119
Assa;Maison sur lot économique;MT;2016;269;123
Assa;Maison sur lot économique;MT;2017;278;128
Assa;Maison sur lot économique;MT;2018;289;133
Assa;Maison sur lot économique;MT;2019;298;137
Assa;Maison sur lot économique;MT;2020;288;132
Assa;Maison sur lot économique;MT;2021;289;132
Assa;Maison sur lot économique;MT;2022;300;137
Assa;Maison sur lot économique;PT;2001;153;100
Assa;Maison sur lot économique;PT;2002;156;102
Assa;Maison sur lot économique;PT;2003;155;102
Assa;Maison sur lot économique;PT;2004;157;102
Assa;Maison sur lot économique;PT;2005;160;105
Assa;Maison sur lot économique;PT;2006;157;103
Assa;Maison sur lot économique;PT;2007;156;102
Assa;Maison sur lot économique;PT;2008;158;104
Assa;Maison sur lot économique;PT;2009;163;107
Assa;Maison sur lot économique;PT;2010;169;111
Assa;Maison sur lot économique;PT;2011;172;113
Assa;Maison sur lot économique;PT;2012;177;116
Assa;Maison sur lot économique;PT;2013;181;118
Assa;Maison sur lot économique;PT;2014;184;120
Assa;Maison sur lot économique;PT;2015;190;124
Assa;Maison sur lot économique;PT;2016;204;134
Assa;Maison sur lot économique;PT;2017;219;143
Assa;Maison sur lot économique;PT;2018;234;153
Assa;Maison sur lot économique;PT;2019;249;163
Assa;Maison sur lot économique;PT;2020;242;158
Assa;Maison sur lot économique;PT;2021;243;159
Assa;Maison sur lot économique;PT;2022;250;164
Assa;Total ville;MLE;2001;222;100
Assa;Total ville;MLE;2002;225;101
Assa;Total ville;MLE;2003;224;102
Assa;Total ville;MLE;2004;225;102
Assa;Total ville;MLE;2005;227;103
Assa;Total ville;MLE;2006;230;104
Assa;Total ville;MLE;2007;232;105
Assa;Total ville;MLE;2008;236;107
Assa;Total ville;MLE;2009;242;110
Assa;Total ville;MLE;2010;248;112
Assa;Total ville;MLE;2011;249;113
Assa;Total ville;MLE;2012;253;115
Assa;Total ville;MLE;2013;258;117
Assa;Total ville;MLE;2014;262;119
Assa;Total ville;MLE;2015;279;120
Assa;Total ville;MLE;2016;291;126
Assa;Total ville;MLE;2017;304;132
Assa;Total ville;MLE;2018;317;139
Assa;Total ville;MLE;2019;329;144
Assa;Total ville;MLE;2020;317;139
Assa;Total ville;MLE;2021;317;139
Assa;Total ville;MLE;2022;325;143
Assa;Villa;GT;2001;0;0
Assa;Villa;GT;2002;0;0
Assa;Villa;GT;2003;0;0
Assa;Villa;GT;2004;0;0
Assa;Villa;GT;2005;0;0
Assa;Villa;GT;2006;0;0
Assa;Villa;GT;2007;0;0
Assa;Villa;GT;2008;0;0
Assa;Villa;GT;2009;0;0
Assa;Villa;GT;2010;0;0
Assa;Villa;GT;2011;0;0
Assa;Villa;GT;2012;0;0
Assa;Villa;GT;2013;0;0
Assa;Villa;GT;2014;0;0
Assa;Villa;GT;2015;0;0
Assa;Villa;GT;2016;0;0
Assa;Villa;GT;2017;0;0
Assa;Villa;GT;2018;0;0
Assa;Villa;GT;2019;0;0
Assa;Villa;GT;2020;0;0
Assa;Villa;GT;2021;0;0
Assa;Villa;GT;2022;0;0
Assa;Villa;MT;2001;0;0
Assa;Villa;MT;2002;0;0
Assa;Villa;MT;2003;0;0
Assa;Villa;MT;2004;0;0
Assa;Villa;MT;2005;0;0
Assa;Villa;MT;2006;0;0
Assa;Villa;MT;2007;0;0
Assa;Villa;MT;2008;0;0
Assa;Villa;MT;2009;0;0
Assa;Villa;MT;2010;0;0
Assa;Villa;MT;2011;0;0
Assa;Villa;MT;2012;0;0
Assa;Villa;MT;2013;0;0
Assa;Villa;MT;2014;0;0
Assa;Villa;MT;2015;0;0
Assa;Villa;MT;2016;0;0
Assa;Villa;MT;2017;0;0
Assa;Villa;MT;2018;0;0
Assa;Villa;MT;2019;0;0
Assa;Villa;MT;2020;0;0
Assa;Villa;MT;2021;0;0
Assa;Villa;MT;2022;0;0
Assa;Villa;PT;2001;0;0
Assa;Villa;PT;2002;0;0
Assa;Villa;PT;2003;0;0
Assa;Villa;PT;2004;0;0
Assa;Villa;PT;2005;0;0
Assa;Villa;PT;2006;0;0
Assa;Villa;PT;2007;0;0
Assa;Villa;PT;2008;0;0
Assa;Villa;PT;2009;0;0
Assa;Villa;PT;2010;0;0
Assa;Villa;PT;2011;0;0
Assa;Villa;PT;2012;0;0
Assa;Villa;PT;2013;0;0
Assa;Villa;PT;2014;0;0
Assa;Villa;PT;2015;0;0
Assa;Villa;PT;2016;0;0
Assa;Villa;PT;2017;0;0
Assa;Villa;PT;2018;0;0
Assa;Villa;PT;2019;0;0
Assa;Villa;PT;2020;0;0
Assa;Villa;PT;2021;0;0
Assa;Villa;PT;2022;0;0
Assa;Villa;VIL;2001;0;0
Assa;Villa;VIL;2002;0;0
Assa;Villa;VIL;2003;0;0
Assa;Villa;VIL;2004;0;0
Assa;Villa;VIL;2005;0;0
Assa;Villa;VIL;2006;0;0
Assa;Villa;VIL;2007;0;0
Assa;Villa;VIL;2008;0;0
Assa;Villa;VIL;2009;0;0
Assa;Villa;VIL;2010;0;0
Assa;Villa;VIL;2011;0;0
Assa;Villa;VIL;2012;0;0
Assa;Villa;VIL;2013;0;0
Assa;Villa;VIL;2014;0;0
Assa;Villa;VIL;2015;0;0
Assa;Villa;VIL;2016;0;0
Assa;Villa;VIL;2017;0;0
Assa;Villa;VIL;2018;0;0
Assa;Villa;VIL;2019;0;0
Assa;Villa;VIL;2020;0;0
Assa;Villa;VIL;2021;0;0
Assa;Villa;VIL;2022;0;0
Guelmim;Appartement standing;APS;2001;575;100
Guelmim;Appartement standing;APS;2002;589;103
Guelmim;Appartement standing;APS;2003;593;104
Guelmim;Appartement standing;APS;2004;591;105
Guelmim;Appartement standing;APS;2005;610;108
Guelmim;Appartement standing;APS;2006;630;112
Guelmim;Appartement standing;APS;2007;637;114
Guelmim;Appartement standing;APS;2008;658;118
Guelmim;Appartement standing;APS;2009;659;119
Guelmim;Appartement standing;APS;2010;686;124
Guelmim;Appartement standing;APS;2011;716;130
Guelmim;Appartement standing;APS;2012;743;135
Guelmim;Appartement standing;APS;2013;750;136
Guelmim;Appartement standing;APS;2014;799;144
Guelmim;Appartement standing;APS;2015;834;148
Guelmim;Appartement standing;APS;2016;815;145
Guelmim;Appartement standing;APS;2017;788;140
Guelmim;Appartement standing;APS;2018;774;138
Guelmim;Appartement standing;APS;2019;757;135
Guelmim;Appartement standing;APS;2020;738;131
Guelmim;Appartement standing;APS;2021;750;133
Guelmim;Appartement standing;APS;2022;792;140
Guelmim;Appartement standing;GT;2001;940;100
Guelmim;Appartement standing;GT;2002;942;100
Guelmim;Appartement standing;GT;2003;911;97
Guelmim;Appartement standing;GT;2004;891;95
Guelmim;Appartement standing;GT;2005;873;93
Guelmim;Appartement standing;GT;2006;864;92
Guelmim;Appartement standing;GT;2007;877;93
Guelmim;Appartement standing;GT;2008;892;95
Guelmim;Appartement standing;GT;2009;877;93
Guelmim;Appartement standing;GT;2010;901;96
Guelmim;Appartement standing;GT;2011;909;97
Guelmim;Appartement standing;GT;2012;922;98
Guelmim;Appartement standing;GT;2013;926;98
Guelmim;Appartement standing;GT;2014;1055;112
Guelmim;Appartement standing;GT;2015;1090;116
Guelmim;Appartement standing;GT;2016;1059;113
Guelmim;Appartement standing;GT;2017;1014;108
Guelmim;Appartement standing;GT;2018;989;105
Guelmim;Appartement standing;GT;2019;949;101
Guelmim;Appartement standing;GT;2020;942;100
Guelmim;Appartement standing;GT;2021;953;101
Guelmim;Appartement standing;GT;2022;1041;111
Guelmim;Appartement standing;MT;2001;563;100
Guelmim;Appartement standing;MT;2002;578;103
Guelmim;Appartement standing;MT;2003;578;103
Guelmim;Appartement standing;MT;2004;573;102
Guelmim;Appartement standing;MT;2005;608;108
Guelmim;Appartement standing;MT;2006;640;114
Guelmim;Appartement standing;MT;2007;636;113
Guelmim;Appartement standing;MT;2008;656;116
Guelmim;Appartement standing;MT;2009;646;115
Guelmim;Appartement standing;MT;2010;676;120
Guelmim;Appartement standing;MT;2011;708;126
Guelmim;Appartement standing;MT;2012;736;131
Guelmim;Appartement standing;MT;2013;741;132
Guelmim;Appartement standing;MT;2014;794;141
Guelmim;Appartement standing;MT;2015;815;145
Guelmim;Appartement standing;MT;2016;802;142
Guelmim;Appartement standing;MT;2017;781;139
Guelmim;Appartement standing;MT;2018;776;138
Guelmim;Appartement standing;MT;2019;769;137
Guelmim;Appartement standing;MT;2020;747;133
Guelmim;Appartement standing;MT;2021;760;135
Guelmim;Appartement standing;MT;2022;799;142
Guelmim;Appartement standing;PT;2001;389;100
Guelmim;Appartement standing;PT;2002;404;104
Guelmim;Appartement standing;PT;2003;441;113
Guelmim;Appartement standing;PT;2004;459;118
Guelmim;Appartement standing;PT;2005;457;118
Guelmim;Appartement standing;PT;2006;464;119
Guelmim;Appartement standing;PT;2007;499;128
Guelmim;Appartement standing;PT;2008;525;135
Guelmim;Appartement standing;PT;2009;562;145
Guelmim;Appartement standing;PT;2010;585;150
Guelmim;Appartement standing;PT;2011;618;159
Guelmim;Appartement standing;PT;2012;652;168
Guelmim;Appartement standing;PT;2013;666;171
Guelmim;Appartement standing;PT;2014;658;169
Guelmim;Appartement standing;PT;2015;688;177
Guelmim;Appartement standing;PT;2016;668;172
Guelmim;Appartement standing;PT;2017;642;165
Guelmim;Appartement standing;PT;2018;622;160
Guelmim;Appartement standing;PT;2019;603;155
Guelmim;Appartement standing;PT;2020;583;150
Guelmim;Appartement standing;PT;2021;591;152
Guelmim;Appartement standing;PT;2022;606;156
Guelmim;Appartement économique;APE;2001;300;100
Guelmim;Appartement économique;APE;2002;291;99
Guelmim;Appartement économique;APE;2003;308;107
Guelmim;Appartement économique;APE;2004;330;116
Guelmim;Appartement économique;APE;2005;340;121
Guelmim;Appartement économique;APE;2006;348;126
Guelmim;Appartement économique;APE;2007;330;121
Guelmim;Appartement économique;APE;2008;354;130
Guelmim;Appartement économique;APE;2009;389;142
Guelmim;Appartement économique;APE;2010;417;154
Guelmim;Appartement économique;APE;2011;422;159
Guelmim;Appartement économique;APE;2012;427;160
Guelmim;Appartement économique;APE;2013;432;162
Guelmim;Appartement économique;APE;2014;482;180
Guelmim;Appartement économique;APE;2015;494;199
Guelmim;Appartement économique;APE;2016;485;197
Guelmim;Appartement économique;APE;2017;477;197
Guelmim;Appartement économique;APE;2018;467;195
Guelmim;Appartement économique;APE;2019;464;197
Guelmim;Appartement économique;APE;2020;460;193
Guelmim;Appartement économique;APE;2021;466;195
Guelmim;Appartement économique;APE;2022;477;199
Guelmim;Appartement économique;GT;2001;491;100
Guelmim;Appartement économique;GT;2002;489;99
Guelmim;Appartement économique;GT;2003;486;99
Guelmim;Appartement économique;GT;2004;492;100
Guelmim;Appartement économique;GT;2005;498;101
Guelmim;Appartement économique;GT;2006;504;102
Guelmim;Appartement économique;GT;2007;472;96
Guelmim;Appartement économique;GT;2008;527;107
Guelmim;Appartement économique;GT;2009;586;119
Guelmim;Appartement économique;GT;2010;587;120
Guelmim;Appartement économique;GT;2011;582;119
Guelmim;Appartement économique;GT;2012;589;120
Guelmim;Appartement économique;GT;2013;592;120
Guelmim;Appartement économique;GT;2014;621;126
Guelmim;Appartement économique;GT;2015;637;130
Guelmim;Appartement économique;GT;2016;632;129
Guelmim;Appartement économique;GT;2017;622;127
Guelmim;Appartement économique;GT;2018;616;125
Guelmim;Appartement économique;GT;2019;613;125
Guelmim;Appartement économique;GT;2020;600;122
Guelmim;Appartement économique;GT;2021;627;128
Guelmim;Appartement économique;GT;2022;658;134
Guelmim;Appartement économique;MT;2001;313;100
Guelmim;Appartement économique;MT;2002;298;95
Guelmim;Appartement économique;MT;2003;317;101
Guelmim;Appartement économique;MT;2004;341;109
Guelmim;Appartement économique;MT;2005;349;112
Guelmim;Appartement économique;MT;2006;355;113
Guelmim;Appartement économique;MT;2007;335;107
Guelmim;Appartement économique;MT;2008;354;113
Guelmim;Appartement économique;MT;2009;390;125
Guelmim;Appartement économique;MT;2010;422;135
Guelmim;Appartement économique;MT;2011;425;136
Guelmim;Appartement économique;MT;2012;428;137
Guelmim;Appartement économique;MT;2013;434;139
Guelmim;Appartement économique;MT;2014;494;158
Guelmim;Appartement économique;MT;2015;524;167
Guelmim;Appartement économique;MT;2016;509;163
Guelmim;Appartement économique;MT;2017;491;157
Guelmim;Appartement économique;MT;2018;473;151
Guelmim;Appartement économique;MT;2019;461;147
Guelmim;Appartement économique;MT;2020;466;149
Guelmim;Appartement économique;MT;2021;468;150
Guelmim;Appartement économique;MT;2022;475;152
Guelmim;Appartement économique;PT;2001;100;100
Guelmim;Appartement économique;PT;2002;117;117
Guelmim;Appartement économique;PT;2003;139;139
Guelmim;Appartement économique;PT;2004;162;162
Guelmim;Appartement économique;PT;2005;183;182
Guelmim;Appartement économique;PT;2006;202;201
Guelmim;Appartement économique;PT;2007;205;204
Guelmim;Appartement économique;PT;2008;227;226
Guelmim;Appartement économique;PT;2009;246;245
Guelmim;Appartement économique;PT;2010;270;269
Guelmim;Appartement économique;PT;2011;298;297
Guelmim;Appartement économique;PT;2012;303;302
Guelmim;Appartement économique;PT;2013;306;304
Guelmim;Appartement économique;PT;2014;324;323
Guelmim;Appartement économique;PT;2015;324;323
Guelmim;Appartement économique;PT;2016;324;323
Guelmim;Appartement économique;PT;2017;341;339
Guelmim;Appartement économique;PT;2018;349;348
Guelmim;Appartement économique;PT;2019;365;364
Guelmim;Appartement économique;PT;2020;346;345
Guelmim;Appartement économique;PT;2021;349;348
Guelmim;Appartement économique;PT;2022;356;355
Guelmim;Maison sur lot économique;GT;2001;174;100
Guelmim;Maison sur lot économique;GT;2002;200;115
Guelmim;Maison sur lot économique;GT;2003;198;114
Guelmim;Maison sur lot économique;GT;2004;196;112
Guelmim;Maison sur lot économique;GT;2005;206;118
Guelmim;Maison sur lot économique;GT;2006;220;126
Guelmim;Maison sur lot économique;GT;2007;234;135
Guelmim;Maison sur lot économique;GT;2008;258;148
Guelmim;Maison sur lot économique;GT;2009;286;164
Guelmim;Maison sur lot économique;GT;2010;339;195
Guelmim;Maison sur lot économique;GT;2011;383;220
Guelmim;Maison sur lot économique;GT;2012;372;214
Guelmim;Maison sur lot économique;GT;2013;390;224
Guelmim;Maison sur lot économique;GT;2014;420;241
Guelmim;Maison sur lot économique;GT;2015;453;261
Guelmim;Maison sur lot économique;GT;2016;473;272
Guelmim;Maison sur lot économique;GT;2017;491;282
Guelmim;Maison sur lot économique;GT;2018;511;294
Guelmim;Maison sur lot économique;GT;2019;536;308
Guelmim;Maison sur lot économique;GT;2020;510;293
Guelmim;Maison sur lot économique;GT;2021;513;295
Guelmim;Maison sur lot économique;GT;2022;525;302
Guelmim;Maison sur lot économique;MLE;2001;216;100
Guelmim;Maison sur lot économique;MLE;2002;228;105
Guelmim;Maison sur lot économique;MLE;2003;220;102
Guelmim;Maison sur lot économique;MLE;2004;209;97
Guelmim;Maison sur lot économique;MLE;2005;205;96
Guelmim;Maison sur lot économique;MLE;2006;207;97
Guelmim;Maison sur lot économique;MLE;2007;212;99
Guelmim;Maison sur lot économique;MLE;2008;231;108
Guelmim;Maison sur lot économique;MLE;2009;254;119
Guelmim;Maison sur lot économique;MLE;2010;268;126
Guelmim;Maison sur lot économique;MLE;2011;254;121
Guelmim;Maison sur lot économique;MLE;2012;244;116
Guelmim;Maison sur lot économique;MLE;2013;249;119
Guelmim;Maison sur lot économique;MLE;2014;290;138
Guelmim;Maison sur lot économique;MLE;2015;323;161
Guelmim;Maison sur lot économique;MLE;2016;350;174
Guelmim;Maison sur lot économique;MLE;2017;375;186
Guelmim;Maison sur lot économique;MLE;2018;402;198
Guelmim;Maison sur lot économique;MLE;2019;434;212
Guelmim;Maison sur lot économique;MLE;2020;414;203
Guelmim;Maison sur lot économique;MLE;2021;414;203
Guelmim;Maison sur lot économique;MLE;2022;423;207
Guelmim;Maison sur lot économique;MT;2001;231;100
Guelmim;Maison sur lot économique;MT;2002;242;105
Guelmim;Maison sur lot économique;MT;2003;233;101
Guelmim;Maison sur lot économique;MT;2004;217;94
Guelmim;Maison sur lot économique;MT;2005;206;89
Guelmim;Maison sur lot économique;MT;2006;209;90
Guelmim;Maison sur lot économique;MT;2007;214;93
Guelmim;Maison sur lot économique;MT;2008;231;100
Guelmim;Maison sur lot économique;MT;2009;253;109
Guelmim;Maison sur lot économique;MT;2010;261;113
Guelmim;Maison sur lot économique;MT;2011;240;104
Guelmim;Maison sur lot économique;MT;2012;227;98
Guelmim;Maison sur lot économique;MT;2013;230;100
Guelmim;Maison sur lot économique;MT;2014;276;120
Guelmim;Maison sur lot économique;MT;2015;294;127
Guelmim;Maison sur lot économique;MT;2016;329;143
Guelmim;Maison sur lot économique;MT;2017;364;158
Guelmim;Maison sur lot économique;MT;2018;401;174
Guelmim;Maison sur lot économique;MT;2019;446;193
Guelmim;Maison sur lot économique;MT;2020;424;184
Guelmim;Maison sur lot économique;MT;2021;421;182
Guelmim;Maison sur lot économique;MT;2022;430;186
Guelmim;Maison sur lot économique;PT;2001;177;100
Guelmim;Maison sur lot économique;PT;2002;180;101
Guelmim;Maison sur lot économique;PT;2003;175;99
Guelmim;Maison sur lot économique;PT;2004;182;103
Guelmim;Maison sur lot économique;PT;2005;200;113
Guelmim;Maison sur lot économique;PT;2006;191;108
Guelmim;Maison sur lot économique;PT;2007;188;106
