Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Al Hoceima;Maison sur lot économique;GT;2021;2020;202
Al Hoceima;Maison sur lot économique;GT;2022;2034;203
Al Hoceima;Maison sur lot économique;MLE;2001;909;100
Al Hoceima;Maison sur lot économique;MLE;2002;944;104
Al Hoceima;Maison sur lot économique;MLE;2003;1005;110
Al Hoceima;Maison sur lot économique;MLE;2004;1031;113
Al Hoceima;Maison sur lot économique;MLE;2005;1115;122
Al Hoceima;Maison sur lot économique;MLE;2006;1127;124
Al Hoceima;Maison sur lot économique;MLE;2007;1239;136
Al Hoceima;Maison sur lot économique;MLE;2008;1301;143
Al Hoceima;Maison sur lot économique;MLE;2009;1368;150
Al Hoceima;Maison sur lot économique;MLE;2010;1464;162
Al Hoceima;Maison sur lot économique;MLE;2011;1529;170
Al Hoceima;Maison sur lot économique;MLE;2012;1583;176
Al Hoceima;Maison sur lot économique;MLE;2013;1641;183
Al Hoceima;Maison sur lot économique;MLE;2014;1694;189
Al Hoceima;Maison sur lot économique;MLE;2015;1657;196
Al Hoceima;Maison sur lot économique;MLE;2016;1689;201
Al Hoceima;Maison sur lot économique;MLE;2017;1672;199
Al Hoceima;Maison sur lot économique;MLE;2018;1703;204
Al Hoceima;Maison sur lot économique;MLE;2019;1694;204
Al Hoceima;Maison sur lot économique;MLE;2020;1610;197
Al Hoceima;Maison sur lot économique;MLE;2021;1661;205
Al Hoceima;Maison sur lot économique;MLE;2022;1670;206
Al Hoceima;Maison sur lot économique;MT;2001;960;100
Al Hoceima;Maison sur lot économique;MT;2002;975;102
Al Hoceima;Maison sur lot économique;MT;2003;982;102
Al Hoceima;Maison sur lot économique;MT;2004;994;104
Al Hoceima;Maison sur lot économique;MT;2005;1053;110
Al Hoceima;Maison sur lot économique;MT;2006;1061;111
Al Hoceima;Maison sur lot économique;MT;2007;1172;122
Al Hoceima;Maison sur lot économique;MT;2008;1236;129
Al Hoceima;Maison sur lot économique;MT;2009;1293;135
Al Hoceima;Maison sur lot économique;MT;2010;1409;147
Al Hoceima;Maison sur lot économique;MT;2011;1498;156
Al Hoceima;Maison sur lot économique;MT;2012;1554;162
Al Hoceima;Maison sur lot économique;MT;2013;1613;168
Al Hoceima;Maison sur lot économique;MT;2014;1672;174
Al Hoceima;Maison sur lot économique;MT;2015;1736;181
Al Hoceima;Maison sur lot économique;MT;2016;1769;184
Al Hoceima;Maison sur lot économique;MT;2017;1750;182
Al Hoceima;Maison sur lot économique;MT;2018;1784;186
Al Hoceima;Maison sur lot économique;MT;2019;1773;185
Al Hoceima;Maison sur lot économique;MT;2020;1661;173
Al Hoceima;Maison sur lot économique;MT;2021;1709;178
Al Hoceima;Maison sur lot économique;MT;2022;1716;179
Al Hoceima;Maison sur lot économique;PT;2001;263;100
Al Hoceima;Maison sur lot économique;PT;2002;267;102
Al Hoceima;Maison sur lot économique;PT;2003;288;110
Al Hoceima;Maison sur lot économique;PT;2004;302;115
Al Hoceima;Maison sur lot économique;PT;2005;322;123
Al Hoceima;Maison sur lot économique;PT;2006;342;130
Al Hoceima;Maison sur lot économique;PT;2007;362;138
Al Hoceima;Maison sur lot économique;PT;2008;395;150
Al Hoceima;Maison sur lot économique;PT;2009;410;156
Al Hoceima;Maison sur lot économique;PT;2010;468;178
Al Hoceima;Maison sur lot économique;PT;2011;514;196
Al Hoceima;Maison sur lot économique;PT;2012;539;205
Al Hoceima;Maison sur lot économique;PT;2013;574;218
Al Hoceima;Maison sur lot économique;PT;2014;607;231
Al Hoceima;Maison sur lot économique;PT;2015;654;249
Al Hoceima;Maison sur lot économique;PT;2016;686;261
Al Hoceima;Maison sur lot économique;PT;2017;694;264
Al Hoceima;Maison sur lot économique;PT;2018;731;278
Al Hoceima;Maison sur lot économique;PT;2019;751;285
Al Hoceima;Maison sur lot économique;PT;2020;810;308
Al Hoceima;Maison sur lot économique;PT;2021;862;328
Al Hoceima;Maison sur lot économique;PT;2022;871;331
Al Hoceima;Total ville;MLE;2001;729;100
Al Hoceima;Total ville;MLE;2002;754;104
Al Hoceima;Total ville;MLE;2003;806;112
Al Hoceima;Total ville;MLE;2004;833;117
Al Hoceima;Total ville;MLE;2005;889;126
Al Hoceima;Total ville;MLE;2006;896;128
Al Hoceima;Total ville;MLE;2007;962;137
Al Hoceima;Total ville;MLE;2008;997;141
Al Hoceima;Total ville;MLE;2009;1061;151
Al Hoceima;Total ville;MLE;2010;1149;166
Al Hoceima;Total ville;MLE;2011;1200;175
Al Hoceima;Total ville;MLE;2012;1253;184
Al Hoceima;Total ville;MLE;2013;1315;194
Al Hoceima;Total ville;MLE;2014;1352;199
Al Hoceima;Total ville;MLE;2015;1488;208
Al Hoceima;Total ville;MLE;2016;1526;214
Al Hoceima;Total ville;MLE;2017;1506;211
Al Hoceima;Total ville;MLE;2018;1541;218
Al Hoceima;Total ville;MLE;2019;1537;218
Al Hoceima;Total ville;MLE;2020;1482;215
Al Hoceima;Total ville;MLE;2021;1517;219
Al Hoceima;Total ville;MLE;2022;1528;221
Al Hoceima;Villa;GT;2001;2475;100
Al Hoceima;Villa;GT;2002;2750;111
Al Hoceima;Villa;GT;2003;3025;122
Al Hoceima;Villa;GT;2004;3328;134
Al Hoceima;Villa;GT;2005;3668;148
Al Hoceima;Villa;GT;2006;3878;157
Al Hoceima;Villa;GT;2007;4084;165
Al Hoceima;Villa;GT;2008;4171;169
Al Hoceima;Villa;GT;2009;4229;171
Al Hoceima;Villa;GT;2010;4504;182
Al Hoceima;Villa;GT;2011;4709;190
Al Hoceima;Villa;GT;2012;4759;192
Al Hoceima;Villa;GT;2013;4819;195
Al Hoceima;Villa;GT;2014;4880;197
Al Hoceima;Villa;GT;2015;4917;199
Al Hoceima;Villa;GT;2016;4948;200
Al Hoceima;Villa;GT;2017;4993;202
Al Hoceima;Villa;GT;2018;4991;202
Al Hoceima;Villa;GT;2019;5006;202
Al Hoceima;Villa;GT;2020;4788;193
Al Hoceima;Villa;GT;2021;5000;202
Al Hoceima;Villa;GT;2022;5000;202
Al Hoceima;Villa;MT;2001;1200;100
Al Hoceima;Villa;MT;2002;1200;100
Al Hoceima;Villa;MT;2003;1171;98
Al Hoceima;Villa;MT;2004;1200;100
Al Hoceima;Villa;MT;2005;1254;104
Al Hoceima;Villa;MT;2006;1338;111
Al Hoceima;Villa;MT;2007;1357;113
Al Hoceima;Villa;MT;2008;1357;113
Al Hoceima;Villa;MT;2009;1357;113
Al Hoceima;Villa;MT;2010;1534;128
Al Hoceima;Villa;MT;2011;1600;133
Al Hoceima;Villa;MT;2012;1695;141
Al Hoceima;Villa;MT;2013;1811;151
Al Hoceima;Villa;MT;2014;1837;153
Al Hoceima;Villa;MT;2015;1920;160
Al Hoceima;Villa;MT;2016;2031;169
Al Hoceima;Villa;MT;2017;2083;174
Al Hoceima;Villa;MT;2018;2125;177
Al Hoceima;Villa;MT;2019;2202;183
Al Hoceima;Villa;MT;2020;2096;175
Al Hoceima;Villa;MT;2021;2146;179
Al Hoceima;Villa;MT;2022;2200;183
Al Hoceima;Villa;PT;2001;800;100
Al Hoceima;Villa;PT;2002;900;112
Al Hoceima;Villa;PT;2003;1000;125
Al Hoceima;Villa;PT;2004;1000;125
Al Hoceima;Villa;PT;2005;977;122
Al Hoceima;Villa;PT;2006;1015;127
Al Hoceima;Villa;PT;2007;1000;125
Al Hoceima;Villa;PT;2008;1000;125
Al Hoceima;Villa;PT;2009;1000;125
Al Hoceima;Villa;PT;2010;1070;134
Al Hoceima;Villa;PT;2011;1098;137
Al Hoceima;Villa;PT;2012;1073;134
Al Hoceima;Villa;PT;2013;1137;142
Al Hoceima;Villa;PT;2014;1188;149
Al Hoceima;Villa;PT;2015;1202;150
Al Hoceima;Villa;PT;2016;1229;154
Al Hoceima;Villa;PT;2017;1241;155
Al Hoceima;Villa;PT;2018;1255;157
Al Hoceima;Villa;PT;2019;1263;158
Al Hoceima;Villa;PT;2020;1278;160
Al Hoceima;Villa;PT;2021;1338;167
Al Hoceima;Villa;PT;2022;1375;172
Al Hoceima;Villa;VIL;2001;1050;100
Al Hoceima;Villa;VIL;2002;1094;105
Al Hoceima;Villa;VIL;2003;1122;109
Al Hoceima;Villa;VIL;2004;1142;111
Al Hoceima;Villa;VIL;2005;1167;112
Al Hoceima;Villa;VIL;2006;1234;118
Al Hoceima;Villa;VIL;2007;1241;119
Al Hoceima;Villa;VIL;2008;1242;119
Al Hoceima;Villa;VIL;2009;1243;119
Al Hoceima;Villa;VIL;2010;1376;131
Al Hoceima;Villa;VIL;2011;1428;136
Al Hoceima;Villa;VIL;2012;1473;139
Al Hoceima;Villa;VIL;2013;1567;148
Al Hoceima;Villa;VIL;2014;1604;152
Al Hoceima;Villa;VIL;2015;1701;157
Al Hoceima;Villa;VIL;2016;1771;163
Al Hoceima;Villa;VIL;2017;1805;166
Al Hoceima;Villa;VIL;2018;1832;169
Al Hoceima;Villa;VIL;2019;1876;173
Al Hoceima;Villa;VIL;2020;1821;169
Al Hoceima;Villa;VIL;2021;1881;174
Al Hoceima;Villa;VIL;2022;1926;179
Chefchaouen;Appartement économique;APE;2001;529;100
Chefchaouen;Appartement économique;APE;2002;552;106
Chefchaouen;Appartement économique;APE;2003;592;116
Chefchaouen;Appartement économique;APE;2004;629;125
Chefchaouen;Appartement économique;APE;2005;674;137
Chefchaouen;Appartement économique;APE;2006;696;144
Chefchaouen;Appartement économique;APE;2007;695;145
Chefchaouen;Appartement économique;APE;2008;734;154
Chefchaouen;Appartement économique;APE;2009;695;145
Chefchaouen;Appartement économique;APE;2010;769;161
Chefchaouen;Appartement économique;APE;2011;776;165
Chefchaouen;Appartement économique;APE;2012;815;174
Chefchaouen;Appartement économique;APE;2013;863;185
Chefchaouen;Appartement économique;APE;2014;889;190
Chefchaouen;Appartement économique;APE;2015;877;222
Chefchaouen;Appartement économique;APE;2016;916;233
Chefchaouen;Appartement économique;APE;2017;922;235
Chefchaouen;Appartement économique;APE;2018;947;242
Chefchaouen;Appartement économique;APE;2019;962;247
Chefchaouen;Appartement économique;APE;2020;919;236
Chefchaouen;Appartement économique;APE;2021;924;238
Chefchaouen;Appartement économique;APE;2022;942;243
Chefchaouen;Appartement économique;GT;2001;830;100
Chefchaouen;Appartement économique;GT;2002;843;102
Chefchaouen;Appartement économique;GT;2003;873;105
Chefchaouen;Appartement économique;GT;2004;902;109
Chefchaouen;Appartement économique;GT;2005;916;110
Chefchaouen;Appartement économique;GT;2006;921;111
Chefchaouen;Appartement économique;GT;2007;891;107
Chefchaouen;Appartement économique;GT;2008;941;113
Chefchaouen;Appartement économique;GT;2009;903;109
Chefchaouen;Appartement économique;GT;2010;987;119
Chefchaouen;Appartement économique;GT;2011;973;117
Chefchaouen;Appartement économique;GT;2012;1005;121
Chefchaouen;Appartement économique;GT;2013;1049;126
Chefchaouen;Appartement économique;GT;2014;1093;132
Chefchaouen;Appartement économique;GT;2015;1140;137
Chefchaouen;Appartement économique;GT;2016;1164;140
Chefchaouen;Appartement économique;GT;2017;1179;142
Chefchaouen;Appartement économique;GT;2018;1192;144
Chefchaouen;Appartement économique;GT;2019;1192;144
Chefchaouen;Appartement économique;GT;2020;1156;139
Chefchaouen;Appartement économique;GT;2021;1134;137
Chefchaouen;Appartement économique;GT;2022;1159;140
Chefchaouen;Appartement économique;MT;2001;362;100
Chefchaouen;Appartement économique;MT;2002;399;110
Chefchaouen;Appartement économique;MT;2003;451;124
Chefchaouen;Appartement économique;MT;2004;496;137
Chefchaouen;Appartement économique;MT;2005;569;157
Chefchaouen;Appartement économique;MT;2006;601;166
Chefchaouen;Appartement économique;MT;2007;621;171
Chefchaouen;Appartement économique;MT;2008;651;180
Chefchaouen;Appartement économique;MT;2009;609;168
Chefchaouen;Appartement économique;MT;2010;683;188
Chefchaouen;Appartement économique;MT;2011;705;194
Chefchaouen;Appartement économique;MT;2012;753;208
Chefchaouen;Appartement économique;MT;2013;809;223
Chefchaouen;Appartement économique;MT;2014;824;227
Chefchaouen;Appartement économique;MT;2015;907;250
Chefchaouen;Appartement économique;MT;2016;961;265
Chefchaouen;Appartement économique;MT;2017;962;265
Chefchaouen;Appartement économique;MT;2018;994;274
Chefchaouen;Appartement économique;MT;2019;1015;280
Chefchaouen;Appartement économique;MT;2020;953;263
Chefchaouen;Appartement économique;MT;2021;979;270
Chefchaouen;Appartement économique;MT;2022;987;272
Chefchaouen;Appartement économique;PT;2001;219;100
Chefchaouen;Appartement économique;PT;2002;221;101
Chefchaouen;Appartement économique;PT;2003;253;116
Chefchaouen;Appartement économique;PT;2004;283;129
Chefchaouen;Appartement économique;PT;2005;321;147
Chefchaouen;Appartement économique;PT;2006;356;163
Chefchaouen;Appartement économique;PT;2007;362;166
Chefchaouen;Appartement économique;PT;2008;405;185
Chefchaouen;Appartement économique;PT;2009;374;171
Chefchaouen;Appartement économique;PT;2010;412;189
Chefchaouen;Appartement économique;PT;2011;436;199
Chefchaouen;Appartement économique;PT;2012;458;210
Chefchaouen;Appartement économique;PT;2013;490;224
Chefchaouen;Appartement économique;PT;2014;504;230
Chefchaouen;Appartement économique;PT;2015;544;249
Chefchaouen;Appartement économique;PT;2016;565;259
Chefchaouen;Appartement économique;PT;2017;573;262
Chefchaouen;Appartement économique;PT;2018;595;272
Chefchaouen;Appartement économique;PT;2019;613;281
Chefchaouen;Appartement économique;PT;2020;602;275
Chefchaouen;Appartement économique;PT;2021;592;271
Chefchaouen;Appartement économique;PT;2022;624;286
Chefchaouen;Maison sur lot économique;GT;2001;609;100
Chefchaouen;Maison sur lot économique;GT;2002;618;101
Chefchaouen;Maison sur lot économique;GT;2003;682;112
Chefchaouen;Maison sur lot économique;GT;2004;711;117
Chefchaouen;Maison sur lot économique;GT;2005;810;133
Chefchaouen;Maison sur lot économique;GT;2006;834;137
Chefchaouen;Maison sur lot économique;GT;2007;894;147
Chefchaouen;Maison sur lot économique;GT;2008;966;159
Chefchaouen;Maison sur lot économique;GT;2009;946;155
Chefchaouen;Maison sur lot économique;GT;2010;986;162
Chefchaouen;Maison sur lot économique;GT;2011;1008;166
Chefchaouen;Maison sur lot économique;GT;2012;1038;171
Chefchaouen;Maison sur lot économique;GT;2013;1071;176
Chefchaouen;Maison sur lot économique;GT;2014;1102;181
Chefchaouen;Maison sur lot économique;GT;2015;1143;188
Chefchaouen;Maison sur lot économique;GT;2016;1173;193
Chefchaouen;Maison sur lot économique;GT;2017;1192;196
Chefchaouen;Maison sur lot économique;GT;2018;1197;197
Chefchaouen;Maison sur lot économique;GT;2019;1210;199
Chefchaouen;Maison sur lot économique;GT;2020;1183;194
Chefchaouen;Maison sur lot économique;GT;2021;1193;196
Chefchaouen;Maison sur lot économique;GT;2022;1242;204
Chefchaouen;Maison sur lot économique;MLE;2001;478;100
Chefchaouen;Maison sur lot économique;MLE;2002;500;106
Chefchaouen;Maison sur lot économique;MLE;2003;531;112
Chefchaouen;Maison sur lot économique;MLE;2004;552;116
Chefchaouen;Maison sur lot économique;MLE;2005;628;132
Chefchaouen;Maison sur lot économique;MLE;2006;660;139
Chefchaouen;Maison sur lot économique;MLE;2007;712;150
Chefchaouen;Maison sur lot économique;MLE;2008;761;160
Chefchaouen;Maison sur lot économique;MLE;2009;746;158
Chefchaouen;Maison sur lot économique;MLE;2010;790;167
Chefchaouen;Maison sur lot économique;MLE;2011;808;171
Chefchaouen;Maison sur lot économique;MLE;2012;841;179
Chefchaouen;Maison sur lot économique;MLE;2013;877;187
Chefchaouen;Maison sur lot économique;MLE;2014;912;196
Chefchaouen;Maison sur lot économique;MLE;2015;901;212
Chefchaouen;Maison sur lot économique;MLE;2016;932;220
Chefchaouen;Maison sur lot économique;MLE;2017;945;223
Chefchaouen;Maison sur lot économique;MLE;2018;962;229
Chefchaouen;Maison sur lot économique;MLE;2019;972;232
Chefchaouen;Maison sur lot économique;MLE;2020;965;230
Chefchaouen;Maison sur lot économique;MLE;2021;978;235
Chefchaouen;Maison sur lot économique;MLE;2022;1021;246
Chefchaouen;Maison sur lot économique;MT;2001;444;100
Chefchaouen;Maison sur lot économique;MT;2002;480;108
Chefchaouen;Maison sur lot économique;MT;2003;483;109
Chefchaouen;Maison sur lot économique;MT;2004;501;113
Chefchaouen;Maison sur lot économique;MT;2005;570;128
Chefchaouen;Maison sur lot économique;MT;2006;613;138
Chefchaouen;Maison sur lot économique;MT;2007;666;150
Chefchaouen;Maison sur lot économique;MT;2008;703;158
Chefchaouen;Maison sur lot économique;MT;2009;686;155
Chefchaouen;Maison sur lot économique;MT;2010;742;167
Chefchaouen;Maison sur lot économique;MT;2011;758;171
Chefchaouen;Maison sur lot économique;MT;2012;795;179
Chefchaouen;Maison sur lot économique;MT;2013;836;188
Chefchaouen;Maison sur lot économique;MT;2014;875;197
Chefchaouen;Maison sur lot économique;MT;2015;924;208
Chefchaouen;Maison sur lot économique;MT;2016;956;215
Chefchaouen;Maison sur lot économique;MT;2017;964;217
Chefchaouen;Maison sur lot économique;MT;2018;982;221
Chefchaouen;Maison sur lot économique;MT;2019;987;222
Chefchaouen;Maison sur lot économique;MT;2020;992;224
Chefchaouen;Maison sur lot économique;MT;2021;999;225
Chefchaouen;Maison sur lot économique;MT;2022;1039;234
Chefchaouen;Maison sur lot économique;PT;2001;197;100
Chefchaouen;Maison sur lot économique;PT;2002;214;108
Chefchaouen;Maison sur lot économique;PT;2003;242;123
Chefchaouen;Maison sur lot économique;PT;2004;248;126
Chefchaouen;Maison sur lot économique;PT;2005;284;144
