Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Boujdour;Appartement standing;PT;2008;536;149
Boujdour;Appartement standing;PT;2009;559;155
Boujdour;Appartement standing;PT;2010;577;160
Boujdour;Appartement standing;PT;2011;597;165
Boujdour;Appartement standing;PT;2012;591;164
Boujdour;Appartement standing;PT;2013;610;169
Boujdour;Appartement standing;PT;2014;612;170
Boujdour;Appartement standing;PT;2015;615;170
Boujdour;Appartement standing;PT;2016;622;172
Boujdour;Appartement standing;PT;2017;623;173
Boujdour;Appartement standing;PT;2018;624;173
Boujdour;Appartement standing;PT;2019;643;178
Boujdour;Appartement standing;PT;2020;645;179
Boujdour;Appartement standing;PT;2021;660;183
Boujdour;Appartement standing;PT;2022;710;197
Boujdour;Appartement économique;APE;2001;335;100
Boujdour;Appartement économique;APE;2002;355;106
Boujdour;Appartement économique;APE;2003;376;113
Boujdour;Appartement économique;APE;2004;397;120
Boujdour;Appartement économique;APE;2005;417;128
Boujdour;Appartement économique;APE;2006;435;134
Boujdour;Appartement économique;APE;2007;451;139
Boujdour;Appartement économique;APE;2008;467;144
Boujdour;Appartement économique;APE;2009;484;150
Boujdour;Appartement économique;APE;2010;500;156
Boujdour;Appartement économique;APE;2011;516;162
Boujdour;Appartement économique;APE;2012;537;169
Boujdour;Appartement économique;APE;2013;557;176
Boujdour;Appartement économique;APE;2014;569;181
Boujdour;Appartement économique;APE;2015;591;178
Boujdour;Appartement économique;APE;2016;597;180
Boujdour;Appartement économique;APE;2017;608;184
Boujdour;Appartement économique;APE;2018;630;190
Boujdour;Appartement économique;APE;2019;625;190
Boujdour;Appartement économique;APE;2020;628;191
Boujdour;Appartement économique;APE;2021;698;212
Boujdour;Appartement économique;APE;2022;765;233
Boujdour;Appartement économique;GT;2001;304;100
Boujdour;Appartement économique;GT;2002;331;109
Boujdour;Appartement économique;GT;2003;364;120
Boujdour;Appartement économique;GT;2004;390;129
Boujdour;Appartement économique;GT;2005;419;138
Boujdour;Appartement économique;GT;2006;440;145
Boujdour;Appartement économique;GT;2007;463;153
Boujdour;Appartement économique;GT;2008;486;160
Boujdour;Appartement économique;GT;2009;500;165
Boujdour;Appartement économique;GT;2010;530;175
Boujdour;Appartement économique;GT;2011;552;182
Boujdour;Appartement économique;GT;2012;567;187
Boujdour;Appartement économique;GT;2013;599;197
Boujdour;Appartement économique;GT;2014;613;202
Boujdour;Appartement économique;GT;2015;626;206
Boujdour;Appartement économique;GT;2016;641;211
Boujdour;Appartement économique;GT;2017;656;216
Boujdour;Appartement économique;GT;2018;670;221
Boujdour;Appartement économique;GT;2019;719;237
Boujdour;Appartement économique;GT;2020;721;238
Boujdour;Appartement économique;GT;2021;754;249
Boujdour;Appartement économique;GT;2022;816;269
Boujdour;Appartement économique;MT;2001;426;100
Boujdour;Appartement économique;MT;2002;453;106
Boujdour;Appartement économique;MT;2003;470;110
Boujdour;Appartement économique;MT;2004;487;114
Boujdour;Appartement économique;MT;2005;503;118
Boujdour;Appartement économique;MT;2006;518;121
Boujdour;Appartement économique;MT;2007;532;125
Boujdour;Appartement économique;MT;2008;546;128
Boujdour;Appartement économique;MT;2009;559;131
Boujdour;Appartement économique;MT;2010;571;134
Boujdour;Appartement économique;MT;2011;583;137
Boujdour;Appartement économique;MT;2012;603;141
Boujdour;Appartement économique;MT;2013;612;143
Boujdour;Appartement économique;MT;2014;623;146
Boujdour;Appartement économique;MT;2015;625;147
Boujdour;Appartement économique;MT;2016;623;146
Boujdour;Appartement économique;MT;2017;632;148
Boujdour;Appartement économique;MT;2018;664;156
Boujdour;Appartement économique;MT;2019;635;149
Boujdour;Appartement économique;MT;2020;639;150
Boujdour;Appartement économique;MT;2021;720;169
Boujdour;Appartement économique;MT;2022;785;184
Boujdour;Appartement économique;PT;2001;223;100
Boujdour;Appartement économique;PT;2002;235;105
Boujdour;Appartement économique;PT;2003;259;116
Boujdour;Appartement économique;PT;2004;284;127
Boujdour;Appartement économique;PT;2005;308;138
Boujdour;Appartement économique;PT;2006;329;148
Boujdour;Appartement économique;PT;2007;346;155
Boujdour;Appartement économique;PT;2008;364;163
Boujdour;Appartement économique;PT;2009;385;173
Boujdour;Appartement économique;PT;2010;404;181
Boujdour;Appartement économique;PT;2011;426;191
Boujdour;Appartement économique;PT;2012;448;201
Boujdour;Appartement économique;PT;2013;480;215
Boujdour;Appartement économique;PT;2014;493;221
Boujdour;Appartement économique;PT;2015;507;227
Boujdour;Appartement économique;PT;2016;522;234
Boujdour;Appartement économique;PT;2017;536;240
Boujdour;Appartement économique;PT;2018;542;243
Boujdour;Appartement économique;PT;2019;559;251
Boujdour;Appartement économique;PT;2020;561;251
Boujdour;Appartement économique;PT;2021;625;280
Boujdour;Appartement économique;PT;2022;701;314
Boujdour;Maison sur lot économique;GT;2001;420;100
Boujdour;Maison sur lot économique;GT;2002;448;107
Boujdour;Maison sur lot économique;GT;2003;463;110
Boujdour;Maison sur lot économique;GT;2004;483;115
Boujdour;Maison sur lot économique;GT;2005;501;119
Boujdour;Maison sur lot économique;GT;2006;524;125
Boujdour;Maison sur lot économique;GT;2007;529;126
Boujdour;Maison sur lot économique;GT;2008;536;128
Boujdour;Maison sur lot économique;GT;2009;547;130
Boujdour;Maison sur lot économique;GT;2010;552;132
Boujdour;Maison sur lot économique;GT;2011;561;134
Boujdour;Maison sur lot économique;GT;2012;573;137
Boujdour;Maison sur lot économique;GT;2013;583;139
Boujdour;Maison sur lot économique;GT;2014;586;140
Boujdour;Maison sur lot économique;GT;2015;585;139
Boujdour;Maison sur lot économique;GT;2016;583;139
Boujdour;Maison sur lot économique;GT;2017;586;140
Boujdour;Maison sur lot économique;GT;2018;603;144
Boujdour;Maison sur lot économique;GT;2019;594;142
Boujdour;Maison sur lot économique;GT;2020;597;142
Boujdour;Maison sur lot économique;GT;2021;656;156
Boujdour;Maison sur lot économique;GT;2022;715;170
Boujdour;Maison sur lot économique;MLE;2001;272;100
Boujdour;Maison sur lot économique;MLE;2002;293;108
Boujdour;Maison sur lot économique;MLE;2003;308;113
Boujdour;Maison sur lot économique;MLE;2004;315;115
Boujdour;Maison sur lot économique;MLE;2005;325;118
Boujdour;Maison sur lot économique;MLE;2006;334;121
Boujdour;Maison sur lot économique;MLE;2007;344;125
Boujdour;Maison sur lot économique;MLE;2008;358;131
Boujdour;Maison sur lot économique;MLE;2009;378;140
Boujdour;Maison sur lot économique;MLE;2010;397;148
Boujdour;Maison sur lot économique;MLE;2011;419;157
Boujdour;Maison sur lot économique;MLE;2012;439;166
Boujdour;Maison sur lot économique;MLE;2013;452;171
Boujdour;Maison sur lot économique;MLE;2014;464;176
Boujdour;Maison sur lot économique;MLE;2015;489;173
Boujdour;Maison sur lot économique;MLE;2016;494;175
Boujdour;Maison sur lot économique;MLE;2017;501;178
Boujdour;Maison sur lot économique;MLE;2018;507;180
Boujdour;Maison sur lot économique;MLE;2019;524;188
Boujdour;Maison sur lot économique;MLE;2020;526;188
Boujdour;Maison sur lot économique;MLE;2021;548;196
Boujdour;Maison sur lot économique;MLE;2022;580;206
Boujdour;Maison sur lot économique;MT;2001;309;100
Boujdour;Maison sur lot économique;MT;2002;335;108
Boujdour;Maison sur lot économique;MT;2003;358;116
Boujdour;Maison sur lot économique;MT;2004;372;121
Boujdour;Maison sur lot économique;MT;2005;387;125
Boujdour;Maison sur lot économique;MT;2006;401;130
Boujdour;Maison sur lot économique;MT;2007;415;134
Boujdour;Maison sur lot économique;MT;2008;423;137
Boujdour;Maison sur lot économique;MT;2009;435;141
Boujdour;Maison sur lot économique;MT;2010;448;145
Boujdour;Maison sur lot économique;MT;2011;461;149
Boujdour;Maison sur lot économique;MT;2012;475;154
Boujdour;Maison sur lot économique;MT;2013;488;158
Boujdour;Maison sur lot économique;MT;2014;498;161
Boujdour;Maison sur lot économique;MT;2015;504;163
Boujdour;Maison sur lot économique;MT;2016;508;164
Boujdour;Maison sur lot économique;MT;2017;511;166
Boujdour;Maison sur lot économique;MT;2018;513;166
Boujdour;Maison sur lot économique;MT;2019;528;171
Boujdour;Maison sur lot économique;MT;2020;531;172
Boujdour;Maison sur lot économique;MT;2021;547;177
Boujdour;Maison sur lot économique;MT;2022;579;187
Boujdour;Maison sur lot économique;PT;2001;201;100
Boujdour;Maison sur lot économique;PT;2002;215;107
Boujdour;Maison sur lot économique;PT;2003;221;110
Boujdour;Maison sur lot économique;PT;2004;217;108
Boujdour;Maison sur lot économique;PT;2005;219;109
Boujdour;Maison sur lot économique;PT;2006;220;109
Boujdour;Maison sur lot économique;PT;2007;226;112
Boujdour;Maison sur lot économique;PT;2008;249;124
Boujdour;Maison sur lot économique;PT;2009;281;139
Boujdour;Maison sur lot économique;PT;2010;309;154
Boujdour;Maison sur lot économique;PT;2011;344;171
Boujdour;Maison sur lot économique;PT;2012;373;185
Boujdour;Maison sur lot économique;PT;2013;386;191
Boujdour;Maison sur lot économique;PT;2014;401;199
Boujdour;Maison sur lot économique;PT;2015;415;206
Boujdour;Maison sur lot économique;PT;2016;428;212
Boujdour;Maison sur lot économique;PT;2017;443;220
Boujdour;Maison sur lot économique;PT;2018;453;225
Boujdour;Maison sur lot économique;PT;2019;485;241
Boujdour;Maison sur lot économique;PT;2020;484;240
Boujdour;Maison sur lot économique;PT;2021;502;249
Boujdour;Maison sur lot économique;PT;2022;520;258
Boujdour;Total ville;MLE;2001;304;100
Boujdour;Total ville;MLE;2002;324;107
Boujdour;Total ville;MLE;2003;343;113
Boujdour;Total ville;MLE;2004;357;118
Boujdour;Total ville;MLE;2005;372;123
Boujdour;Total ville;MLE;2006;385;127
Boujdour;Total ville;MLE;2007;399;132
Boujdour;Total ville;MLE;2008;413;138
Boujdour;Total ville;MLE;2009;432;145
Boujdour;Total ville;MLE;2010;449;152
Boujdour;Total ville;MLE;2011;469;160
Boujdour;Total ville;MLE;2012;489;167
Boujdour;Total ville;MLE;2013;505;173
Boujdour;Total ville;MLE;2014;517;178
Boujdour;Total ville;MLE;2015;500;173
Boujdour;Total ville;MLE;2016;505;176
Boujdour;Total ville;MLE;2017;512;179
Boujdour;Total ville;MLE;2018;520;181
Boujdour;Total ville;MLE;2019;535;188
Boujdour;Total ville;MLE;2020;537;188
Boujdour;Total ville;MLE;2021;564;197
Boujdour;Total ville;MLE;2022;600;209
Es-Semara;Appartement économique;APE;2001;229;100
Es-Semara;Appartement économique;APE;2002;243;106
Es-Semara;Appartement économique;APE;2003;257;113
Es-Semara;Appartement économique;APE;2004;270;119
Es-Semara;Appartement économique;APE;2005;284;126
Es-Semara;Appartement économique;APE;2006;296;132
Es-Semara;Appartement économique;APE;2007;308;137
Es-Semara;Appartement économique;APE;2008;320;143
Es-Semara;Appartement économique;APE;2009;331;148
Es-Semara;Appartement économique;APE;2010;343;154
Es-Semara;Appartement économique;APE;2011;355;160
Es-Semara;Appartement économique;APE;2012;373;169
Es-Semara;Appartement économique;APE;2013;387;176
Es-Semara;Appartement économique;APE;2014;400;182
Es-Semara;Appartement économique;APE;2015;416;184
Es-Semara;Appartement économique;APE;2016;421;186
Es-Semara;Appartement économique;APE;2017;427;190
Es-Semara;Appartement économique;APE;2018;436;194
Es-Semara;Appartement économique;APE;2019;451;201
Es-Semara;Appartement économique;APE;2020;450;201
Es-Semara;Appartement économique;APE;2021;478;213
Es-Semara;Appartement économique;APE;2022;513;228
Es-Semara;Appartement économique;GT;2001;345;100
Es-Semara;Appartement économique;GT;2002;369;107
Es-Semara;Appartement économique;GT;2003;394;114
Es-Semara;Appartement économique;GT;2004;415;120
Es-Semara;Appartement économique;GT;2005;437;127
Es-Semara;Appartement économique;GT;2006;454;132
Es-Semara;Appartement économique;GT;2007;471;137
Es-Semara;Appartement économique;GT;2008;489;142
Es-Semara;Appartement économique;GT;2009;501;145
Es-Semara;Appartement économique;GT;2010;521;151
Es-Semara;Appartement économique;GT;2011;536;156
Es-Semara;Appartement économique;GT;2012;549;159
Es-Semara;Appartement économique;GT;2013;567;165
Es-Semara;Appartement économique;GT;2014;573;166
Es-Semara;Appartement économique;GT;2015;580;168
Es-Semara;Appartement économique;GT;2016;591;171
Es-Semara;Appartement économique;GT;2017;595;173
Es-Semara;Appartement économique;GT;2018;598;174
Es-Semara;Appartement économique;GT;2019;625;181
Es-Semara;Appartement économique;GT;2020;626;182
Es-Semara;Appartement économique;GT;2021;680;197
Es-Semara;Appartement économique;GT;2022;737;214
Es-Semara;Appartement économique;MT;2001;281;100
Es-Semara;Appartement économique;MT;2002;297;106
Es-Semara;Appartement économique;MT;2003;310;110
Es-Semara;Appartement économique;MT;2004;322;115
Es-Semara;Appartement économique;MT;2005;334;119
Es-Semara;Appartement économique;MT;2006;346;123
Es-Semara;Appartement économique;MT;2007;357;127
Es-Semara;Appartement économique;MT;2008;368;131
Es-Semara;Appartement économique;MT;2009;379;135
Es-Semara;Appartement économique;MT;2010;388;138
Es-Semara;Appartement économique;MT;2011;399;142
Es-Semara;Appartement économique;MT;2012;419;149
Es-Semara;Appartement économique;MT;2013;428;153
Es-Semara;Appartement économique;MT;2014;444;158
Es-Semara;Appartement économique;MT;2015;451;161
Es-Semara;Appartement économique;MT;2016;453;161
Es-Semara;Appartement économique;MT;2017;457;163
Es-Semara;Appartement économique;MT;2018;469;167
Es-Semara;Appartement économique;MT;2019;479;171
Es-Semara;Appartement économique;MT;2020;477;170
Es-Semara;Appartement économique;MT;2021;507;180
Es-Semara;Appartement économique;MT;2022;543;193
Es-Semara;Appartement économique;PT;2001;150;100
Es-Semara;Appartement économique;PT;2002;159;106
Es-Semara;Appartement économique;PT;2003;173;115
Es-Semara;Appartement économique;PT;2004;186;124
Es-Semara;Appartement économique;PT;2005;199;133
Es-Semara;Appartement économique;PT;2006;212;141
Es-Semara;Appartement économique;PT;2007;223;148
Es-Semara;Appartement économique;PT;2008;234;156
Es-Semara;Appartement économique;PT;2009;247;164
Es-Semara;Appartement économique;PT;2010;258;172
Es-Semara;Appartement économique;PT;2011;271;180
Es-Semara;Appartement économique;PT;2012;289;192
Es-Semara;Appartement économique;PT;2013;306;204
Es-Semara;Appartement économique;PT;2014;318;211
Es-Semara;Appartement économique;PT;2015;327;217
Es-Semara;Appartement économique;PT;2016;333;222
Es-Semara;Appartement économique;PT;2017;343;228
Es-Semara;Appartement économique;PT;2018;351;234
Es-Semara;Appartement économique;PT;2019;366;244
Es-Semara;Appartement économique;PT;2020;369;245
Es-Semara;Appartement économique;PT;2021;387;257
Es-Semara;Appartement économique;PT;2022;413;275
Es-Semara;Maison sur lot économique;GT;2001;314;100
Es-Semara;Maison sur lot économique;GT;2002;342;109
Es-Semara;Maison sur lot économique;GT;2003;364;116
Es-Semara;Maison sur lot économique;GT;2004;389;124
Es-Semara;Maison sur lot économique;GT;2005;414;132
Es-Semara;Maison sur lot économique;GT;2006;442;141
Es-Semara;Maison sur lot économique;GT;2007;463;147
Es-Semara;Maison sur lot économique;GT;2008;485;154
Es-Semara;Maison sur lot économique;GT;2009;510;162
Es-Semara;Maison sur lot économique;GT;2010;532;169
Es-Semara;Maison sur lot économique;GT;2011;556;177
Es-Semara;Maison sur lot économique;GT;2012;583;186
Es-Semara;Maison sur lot économique;GT;2013;604;193
Es-Semara;Maison sur lot économique;GT;2014;623;198
Es-Semara;Maison sur lot économique;GT;2015;639;204
Es-Semara;Maison sur lot économique;GT;2016;658;209
Es-Semara;Maison sur lot économique;GT;2017;667;213
Es-Semara;Maison sur lot économique;GT;2018;680;216
Es-Semara;Maison sur lot économique;GT;2019;696;222
Es-Semara;Maison sur lot économique;GT;2020;698;222
Es-Semara;Maison sur lot économique;GT;2021;711;226
Es-Semara;Maison sur lot économique;GT;2022;731;233
Es-Semara;Maison sur lot économique;MLE;2001;251;100
Es-Semara;Maison sur lot économique;MLE;2002;270;107
Es-Semara;Maison sur lot économique;MLE;2003;283;112
Es-Semara;Maison sur lot économique;MLE;2004;294;116
Es-Semara;Maison sur lot économique;MLE;2005;306;121
Es-Semara;Maison sur lot économique;MLE;2006;318;125
Es-Semara;Maison sur lot économique;MLE;2007;330;130
Es-Semara;Maison sur lot économique;MLE;2008;342;134
Es-Semara;Maison sur lot économique;MLE;2009;363;143
Es-Semara;Maison sur lot économique;MLE;2010;380;150
Es-Semara;Maison sur lot économique;MLE;2011;401;158
Es-Semara;Maison sur lot économique;MLE;2012;418;165
Es-Semara;Maison sur lot économique;MLE;2013;429;169
Es-Semara;Maison sur lot économique;MLE;2014;444;175
Es-Semara;Maison sur lot économique;MLE;2015;464;180
Es-Semara;Maison sur lot économique;MLE;2016;475;184
Es-Semara;Maison sur lot économique;MLE;2017;484;188
Es-Semara;Maison sur lot économique;MLE;2018;492;191
Es-Semara;Maison sur lot économique;MLE;2019;505;196
Es-Semara;Maison sur lot économique;MLE;2020;499;194
Es-Semara;Maison sur lot économique;MLE;2021;514;200
Es-Semara;Maison sur lot économique;MLE;2022;533;208
Es-Semara;Maison sur lot économique;MT;2001;280;100
Es-Semara;Maison sur lot économique;MT;2002;306;109
Es-Semara;Maison sur lot économique;MT;2003;323;115
Es-Semara;Maison sur lot économique;MT;2004;339;121
Es-Semara;Maison sur lot économique;MT;2005;356;127
Es-Semara;Maison sur lot économique;MT;2006;373;133
Es-Semara;Maison sur lot économique;MT;2007;390;139
Es-Semara;Maison sur lot économique;MT;2008;404;144
Es-Semara;Maison sur lot économique;MT;2009;420;150
Es-Semara;Maison sur lot économique;MT;2010;437;156
Es-Semara;Maison sur lot économique;MT;2011;454;162
Es-Semara;Maison sur lot économique;MT;2012;477;170
Es-Semara;Maison sur lot économique;MT;2013;490;175
Es-Semara;Maison sur lot économique;MT;2014;509;181
Es-Semara;Maison sur lot économique;MT;2015;521;186
Es-Semara;Maison sur lot économique;MT;2016;534;190
Es-Semara;Maison sur lot économique;MT;2017;546;195
Es-Semara;Maison sur lot économique;MT;2018;555;198
Es-Semara;Maison sur lot économique;MT;2019;571;204
Es-Semara;Maison sur lot économique;MT;2020;557;199
Es-Semara;Maison sur lot économique;MT;2021;569;203
Es-Semara;Maison sur lot économique;MT;2022;589;210
Es-Semara;Maison sur lot économique;PT;2001;207;100
Es-Semara;Maison sur lot économique;PT;2002;218;105
Es-Semara;Maison sur lot économique;PT;2003;224;108
Es-Semara;Maison sur lot économique;PT;2004;226;109
Es-Semara;Maison sur lot économique;PT;2005;230;111
Es-Semara;Maison sur lot économique;PT;2006;234;113
Es-Semara;Maison sur lot économique;PT;2007;240;116
Es-Semara;Maison sur lot économique;PT;2008;248;120
Es-Semara;Maison sur lot économique;PT;2009;273;132
Es-Semara;Maison sur lot économique;PT;2010;289;140
Es-Semara;Maison sur lot économique;PT;2011;312;151
Es-Semara;Maison sur lot économique;PT;2012;320;155
Es-Semara;Maison sur lot économique;PT;2013;327;158
Es-Semara;Maison sur lot économique;PT;2014;339;164
Es-Semara;Maison sur lot économique;PT;2015;346;167
Es-Semara;Maison sur lot économique;PT;2016;352;170
Es-Semara;Maison sur lot économique;PT;2017;358;173
Es-Semara;Maison sur lot économique;PT;2018;361;175
Es-Semara;Maison sur lot économique;PT;2019;369;179
Es-Semara;Maison sur lot économique;PT;2020;374;181
Es-Semara;Maison sur lot économique;PT;2021;393;190
Es-Semara;Maison sur lot économique;PT;2022;409;198
Es-Semara;Total ville;MLE;2001;240;100
Es-Semara;Total ville;MLE;2002;256;107
Es-Semara;Total ville;MLE;2003;270;112
Es-Semara;Total ville;MLE;2004;282;118
Es-Semara;Total ville;MLE;2005;295;123
Es-Semara;Total ville;MLE;2006;307;128
Es-Semara;Total ville;MLE;2007;319;133
Es-Semara;Total ville;MLE;2008;331;138
Es-Semara;Total ville;MLE;2009;347;146
Es-Semara;Total ville;MLE;2010;361;152
Es-Semara;Total ville;MLE;2011;378;159
Es-Semara;Total ville;MLE;2012;395;167
Es-Semara;Total ville;MLE;2013;408;173
Es-Semara;Total ville;MLE;2014;422;179
Es-Semara;Total ville;MLE;2015;463;180
Es-Semara;Total ville;MLE;2016;474;184
Es-Semara;Total ville;MLE;2017;483;188
Es-Semara;Total ville;MLE;2018;490;191
Es-Semara;Total ville;MLE;2019;503;196
Es-Semara;Total ville;MLE;2020;498;194
Es-Semara;Total ville;MLE;2021;513;200
Es-Semara;Total ville;MLE;2022;532;208
Laâyoune;Appartement standing;APS;2001;722;100
Laâyoune;Appartement standing;APS;2002;727;101
Laâyoune;Appartement standing;APS;2003;743;103
Laâyoune;Appartement standing;APS;2004;752;104
Laâyoune;Appartement standing;APS;2005;772;107
Laâyoune;Appartement standing;APS;2006;777;108
Laâyoune;Appartement standing;APS;2007;808;112
Laâyoune;Appartement standing;APS;2008;834;116
Laâyoune;Appartement standing;APS;2009;867;120
Laâyoune;Appartement standing;APS;2010;914;127
Laâyoune;Appartement standing;APS;2011;955;133
Laâyoune;Appartement standing;APS;2012;951;132
Laâyoune;Appartement standing;APS;2013;941;131
Laâyoune;Appartement standing;APS;2014;950;132
Laâyoune;Appartement standing;APS;2015;956;134
Laâyoune;Appartement standing;APS;2016;966;136
Laâyoune;Appartement standing;APS;2017;979;138
Laâyoune;Appartement standing;APS;2018;997;140
Laâyoune;Appartement standing;APS;2019;991;140
Laâyoune;Appartement standing;APS;2020;994;140
Laâyoune;Appartement standing;APS;2021;1060;149
Laâyoune;Appartement standing;APS;2022;1154;162
Laâyoune;Appartement standing;GT;2001;830;100
Laâyoune;Appartement standing;GT;2002;837;101
Laâyoune;Appartement standing;GT;2003;864;104
Laâyoune;Appartement standing;GT;2004;877;106
Laâyoune;Appartement standing;GT;2005;893;107
Laâyoune;Appartement standing;GT;2006;908;109
Laâyoune;Appartement standing;GT;2007;924;111
Laâyoune;Appartement standing;GT;2008;939;113
Laâyoune;Appartement standing;GT;2009;966;116
Laâyoune;Appartement standing;GT;2010;1003;121
Laâyoune;Appartement standing;GT;2011;1017;123
Laâyoune;Appartement standing;GT;2012;1033;124
Laâyoune;Appartement standing;GT;2013;1040;125
Laâyoune;Appartement standing;GT;2014;1055;127
Laâyoune;Appartement standing;GT;2015;1060;128
Laâyoune;Appartement standing;GT;2016;1065;128
Laâyoune;Appartement standing;GT;2017;1064;128
Laâyoune;Appartement standing;GT;2018;1100;132
Laâyoune;Appartement standing;GT;2019;1091;131
Laâyoune;Appartement standing;GT;2020;1093;132
Laâyoune;Appartement standing;GT;2021;1172;141
Laâyoune;Appartement standing;GT;2022;1285;155
Laâyoune;Appartement standing;MT;2001;747;100
Laâyoune;Appartement standing;MT;2002;748;100
Laâyoune;Appartement standing;MT;2003;768;103
Laâyoune;Appartement standing;MT;2004;773;104
Laâyoune;Appartement standing;MT;2005;800;107
Laâyoune;Appartement standing;MT;2006;807;108
Laâyoune;Appartement standing;MT;2007;836;112
Laâyoune;Appartement standing;MT;2008;866;116
Laâyoune;Appartement standing;MT;2009;898;120
Laâyoune;Appartement standing;MT;2010;945;127
Laâyoune;Appartement standing;MT;2011;981;131
Laâyoune;Appartement standing;MT;2012;971;130
Laâyoune;Appartement standing;MT;2013;959;128
Laâyoune;Appartement standing;MT;2014;966;129
Laâyoune;Appartement standing;MT;2015;967;130
Laâyoune;Appartement standing;MT;2016;971;130
Laâyoune;Appartement standing;MT;2017;984;132
Laâyoune;Appartement standing;MT;2018;1001;134
Laâyoune;Appartement standing;MT;2019;974;130
Laâyoune;Appartement standing;MT;2020;973;130
Laâyoune;Appartement standing;MT;2021;1048;140
Laâyoune;Appartement standing;MT;2022;1162;156
Laâyoune;Appartement standing;PT;2001;592;100
Laâyoune;Appartement standing;PT;2002;609;103
Laâyoune;Appartement standing;PT;2003;609;103
Laâyoune;Appartement standing;PT;2004;627;106
Laâyoune;Appartement standing;PT;2005;625;106
Laâyoune;Appartement standing;PT;2006;622;105
Laâyoune;Appartement standing;PT;2007;664;112
Laâyoune;Appartement standing;PT;2008;681;115
Laâyoune;Appartement standing;PT;2009;718;121
Laâyoune;Appartement standing;PT;2010;771;130
Laâyoune;Appartement standing;PT;2011;837;141
Laâyoune;Appartement standing;PT;2012;848;143
Laâyoune;Appartement standing;PT;2013;838;142
Laâyoune;Appartement standing;PT;2014;854;144
Laâyoune;Appartement standing;PT;2015;874;148
Laâyoune;Appartement standing;PT;2016;902;152
Laâyoune;Appartement standing;PT;2017;919;155
