Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Aoussred;Appartement économique;APE;2017;524;193
Aoussred;Appartement économique;APE;2018;526;193
Aoussred;Appartement économique;APE;2019;555;204
Aoussred;Appartement économique;APE;2020;472;168
Aoussred;Appartement économique;APE;2021;631;223
Aoussred;Appartement économique;APE;2022;794;303
Aoussred;Appartement économique;GT;2001;423;100
Aoussred;Appartement économique;GT;2002;449;106
Aoussred;Appartement économique;GT;2003;478;113
Aoussred;Appartement économique;GT;2004;517;122
Aoussred;Appartement économique;GT;2005;545;129
Aoussred;Appartement économique;GT;2006;567;134
Aoussred;Appartement économique;GT;2007;597;141
Aoussred;Appartement économique;GT;2008;617;146
Aoussred;Appartement économique;GT;2009;641;151
Aoussred;Appartement économique;GT;2010;668;158
Aoussred;Appartement économique;GT;2011;695;164
Aoussred;Appartement économique;GT;2012;722;171
Aoussred;Appartement économique;GT;2013;768;181
Aoussred;Appartement économique;GT;2014;779;184
Aoussred;Appartement économique;GT;2015;726;172
Aoussred;Appartement économique;GT;2016;752;178
Aoussred;Appartement économique;GT;2017;741;175
Aoussred;Appartement économique;GT;2018;767;181
Aoussred;Appartement économique;GT;2019;823;194
Aoussred;Appartement économique;GT;2020;628;148
Aoussred;Appartement économique;GT;2021;881;208
Aoussred;Appartement économique;GT;2022;933;220
Aoussred;Appartement économique;MT;2001;282;100
Aoussred;Appartement économique;MT;2002;264;94
Aoussred;Appartement économique;MT;2003;257;91
Aoussred;Appartement économique;MT;2004;276;98
Aoussred;Appartement économique;MT;2005;287;102
Aoussred;Appartement économique;MT;2006;315;112
Aoussred;Appartement économique;MT;2007;345;122
Aoussred;Appartement économique;MT;2008;364;129
Aoussred;Appartement économique;MT;2009;385;137
Aoussred;Appartement économique;MT;2010;405;143
Aoussred;Appartement économique;MT;2011;424;150
Aoussred;Appartement économique;MT;2012;445;158
Aoussred;Appartement économique;MT;2013;463;164
Aoussred;Appartement économique;MT;2014;482;171
Aoussred;Appartement économique;MT;2015;474;168
Aoussred;Appartement économique;MT;2016;489;173
Aoussred;Appartement économique;MT;2017;511;181
Aoussred;Appartement économique;MT;2018;500;177
Aoussred;Appartement économique;MT;2019;518;184
Aoussred;Appartement économique;MT;2020;419;149
Aoussred;Appartement économique;MT;2021;616;219
Aoussred;Appartement économique;MT;2022;962;341
Aoussred;Appartement économique;PT;2001;209;100
Aoussred;Appartement économique;PT;2002;240;115
Aoussred;Appartement économique;PT;2003;257;123
Aoussred;Appartement économique;PT;2004;258;124
Aoussred;Appartement économique;PT;2005;277;133
Aoussred;Appartement économique;PT;2006;311;149
Aoussred;Appartement économique;PT;2007;349;167
Aoussred;Appartement économique;PT;2008;382;183
Aoussred;Appartement économique;PT;2009;425;204
Aoussred;Appartement économique;PT;2010;451;216
Aoussred;Appartement économique;PT;2011;477;229
Aoussred;Appartement économique;PT;2012;505;242
Aoussred;Appartement économique;PT;2013;496;238
Aoussred;Appartement économique;PT;2014;488;234
Aoussred;Appartement économique;PT;2015;436;209
Aoussred;Appartement économique;PT;2016;430;206
Aoussred;Appartement économique;PT;2017;455;218
Aoussred;Appartement économique;PT;2018;468;224
Aoussred;Appartement économique;PT;2019;504;241
Aoussred;Appartement économique;PT;2020;435;208
Aoussred;Appartement économique;PT;2021;494;237
Aoussred;Appartement économique;PT;2022;577;276
Aoussred;Maison sur lot économique;GT;2001;551;100
Aoussred;Maison sur lot économique;GT;2002;592;107
Aoussred;Maison sur lot économique;GT;2003;638;116
Aoussred;Maison sur lot économique;GT;2004;626;113
Aoussred;Maison sur lot économique;GT;2005;653;118
Aoussred;Maison sur lot économique;GT;2006;693;126
Aoussred;Maison sur lot économique;GT;2007;769;140
Aoussred;Maison sur lot économique;GT;2008;814;148
Aoussred;Maison sur lot économique;GT;2009;868;157
Aoussred;Maison sur lot économique;GT;2010;899;163
Aoussred;Maison sur lot économique;GT;2011;930;169
Aoussred;Maison sur lot économique;GT;2012;961;174
Aoussred;Maison sur lot économique;GT;2013;993;180
Aoussred;Maison sur lot économique;GT;2014;1020;185
Aoussred;Maison sur lot économique;GT;2015;970;176
Aoussred;Maison sur lot économique;GT;2016;986;179
Aoussred;Maison sur lot économique;GT;2017;1081;196
Aoussred;Maison sur lot économique;GT;2018;1103;200
Aoussred;Maison sur lot économique;GT;2019;1196;217
Aoussred;Maison sur lot économique;GT;2020;946;172
Aoussred;Maison sur lot économique;GT;2021;1364;247
Aoussred;Maison sur lot économique;GT;2022;1751;318
Aoussred;Maison sur lot économique;MLE;2001;336;100
Aoussred;Maison sur lot économique;MLE;2002;364;108
Aoussred;Maison sur lot économique;MLE;2003;388;116
Aoussred;Maison sur lot économique;MLE;2004;417;124
Aoussred;Maison sur lot économique;MLE;2005;438;130
Aoussred;Maison sur lot économique;MLE;2006;483;144
Aoussred;Maison sur lot économique;MLE;2007;519;154
Aoussred;Maison sur lot économique;MLE;2008;554;165
Aoussred;Maison sur lot économique;MLE;2009;594;177
Aoussred;Maison sur lot économique;MLE;2010;610;181
Aoussred;Maison sur lot économique;MLE;2011;626;186
Aoussred;Maison sur lot économique;MLE;2012;639;190
Aoussred;Maison sur lot économique;MLE;2013;654;194
Aoussred;Maison sur lot économique;MLE;2014;672;200
Aoussred;Maison sur lot économique;MLE;2015;670;188
Aoussred;Maison sur lot économique;MLE;2016;692;195
Aoussred;Maison sur lot économique;MLE;2017;750;211
Aoussred;Maison sur lot économique;MLE;2018;762;214
Aoussred;Maison sur lot économique;MLE;2019;777;218
Aoussred;Maison sur lot économique;MLE;2020;703;188
Aoussred;Maison sur lot économique;MLE;2021;1049;285
Aoussred;Maison sur lot économique;MLE;2022;1295;350
Aoussred;Maison sur lot économique;MT;2001;337;100
Aoussred;Maison sur lot économique;MT;2002;352;105
Aoussred;Maison sur lot économique;MT;2003;375;111
Aoussred;Maison sur lot économique;MT;2004;404;120
Aoussred;Maison sur lot économique;MT;2005;444;132
Aoussred;Maison sur lot économique;MT;2006;500;148
Aoussred;Maison sur lot économique;MT;2007;549;163
Aoussred;Maison sur lot économique;MT;2008;586;174
Aoussred;Maison sur lot économique;MT;2009;628;186
Aoussred;Maison sur lot économique;MT;2010;646;192
Aoussred;Maison sur lot économique;MT;2011;664;197
Aoussred;Maison sur lot économique;MT;2012;682;203
Aoussred;Maison sur lot économique;MT;2013;699;207
Aoussred;Maison sur lot économique;MT;2014;718;213
Aoussred;Maison sur lot économique;MT;2015;686;204
Aoussred;Maison sur lot économique;MT;2016;709;211
Aoussred;Maison sur lot économique;MT;2017;770;229
Aoussred;Maison sur lot économique;MT;2018;776;230
Aoussred;Maison sur lot économique;MT;2019;747;222
Aoussred;Maison sur lot économique;MT;2020;688;204
Aoussred;Maison sur lot économique;MT;2021;1050;312
Aoussred;Maison sur lot économique;MT;2022;1358;403
Aoussred;Maison sur lot économique;PT;2001;315;100
Aoussred;Maison sur lot économique;PT;2002;363;115
Aoussred;Maison sur lot économique;PT;2003;389;123
Aoussred;Maison sur lot économique;PT;2004;419;133
Aoussred;Maison sur lot économique;PT;2005;405;128
Aoussred;Maison sur lot économique;PT;2006;434;138
Aoussred;Maison sur lot économique;PT;2007;440;140
Aoussred;Maison sur lot économique;PT;2008;472;150
Aoussred;Maison sur lot économique;PT;2009;509;161
Aoussred;Maison sur lot économique;PT;2010;518;164
Aoussred;Maison sur lot économique;PT;2011;529;168
Aoussred;Maison sur lot économique;PT;2012;533;169
Aoussred;Maison sur lot économique;PT;2013;544;173
Aoussred;Maison sur lot économique;PT;2014;558;177
Aoussred;Maison sur lot économique;PT;2015;536;170
Aoussred;Maison sur lot économique;PT;2016;560;178
Aoussred;Maison sur lot économique;PT;2017;601;191
Aoussred;Maison sur lot économique;PT;2018;618;196
Aoussred;Maison sur lot économique;PT;2019;669;212
Aoussred;Maison sur lot économique;PT;2020;538;171
Aoussred;Maison sur lot économique;PT;2021;821;260
Aoussred;Maison sur lot économique;PT;2022;894;284
Aoussred;Total ville;MLE;2001;312;100
Aoussred;Total ville;MLE;2002;326;105
Aoussred;Total ville;MLE;2003;338;109
Aoussred;Total ville;MLE;2004;359;116
Aoussred;Total ville;MLE;2005;376;122
Aoussred;Total ville;MLE;2006;415;134
Aoussred;Total ville;MLE;2007;450;146
Aoussred;Total ville;MLE;2008;480;156
Aoussred;Total ville;MLE;2009;515;168
Aoussred;Total ville;MLE;2010;535;175
Aoussred;Total ville;MLE;2011;555;182
Aoussred;Total ville;MLE;2012;575;188
Aoussred;Total ville;MLE;2013;589;192
Aoussred;Total ville;MLE;2014;603;196
Aoussred;Total ville;MLE;2015;662;188
Aoussred;Total ville;MLE;2016;683;194
Aoussred;Total ville;MLE;2017;738;210
Aoussred;Total ville;MLE;2018;749;213
Aoussred;Total ville;MLE;2019;764;217
Aoussred;Total ville;MLE;2020;667;186
Aoussred;Total ville;MLE;2021;2579;280
Aoussred;Total ville;MLE;2022;2774;345
Aoussred;Villa;GT;2001;1768;100
Aoussred;Villa;GT;2002;1833;104
Aoussred;Villa;GT;2003;1723;97
Aoussred;Villa;GT;2004;1587;90
Aoussred;Villa;GT;2005;1648;93
Aoussred;Villa;GT;2006;1736;98
Aoussred;Villa;GT;2007;1906;108
Aoussred;Villa;GT;2008;1951;110
Aoussred;Villa;GT;2009;1995;113
Aoussred;Villa;GT;2010;2067;117
Aoussred;Villa;GT;2011;2141;121
Aoussred;Villa;GT;2012;2216;125
Aoussred;Villa;GT;2013;2292;130
Aoussred;Villa;GT;2014;2370;134
Aoussred;Villa;GT;2015;2377;134
Aoussred;Villa;GT;2016;2474;140
Aoussred;Villa;GT;2017;2543;144
Aoussred;Villa;GT;2018;2616;148
Aoussred;Villa;GT;2019;2558;145
Aoussred;Villa;GT;2020;0;0
Aoussred;Villa;GT;2021;0;0
Aoussred;Villa;GT;2022;0;0
Aoussred;Villa;MT;2001;1197;100
Aoussred;Villa;MT;2002;1222;102
Aoussred;Villa;MT;2003;1096;92
Aoussred;Villa;MT;2004;1167;97
Aoussred;Villa;MT;2005;1176;98
Aoussred;Villa;MT;2006;1309;109
Aoussred;Villa;MT;2007;1390;116
Aoussred;Villa;MT;2008;1484;124
Aoussred;Villa;MT;2009;1562;130
Aoussred;Villa;MT;2010;1683;141
Aoussred;Villa;MT;2011;1808;151
Aoussred;Villa;MT;2012;1938;162
Aoussred;Villa;MT;2013;2071;173
Aoussred;Villa;MT;2014;2211;185
Aoussred;Villa;MT;2015;2236;187
Aoussred;Villa;MT;2016;2380;199
Aoussred;Villa;MT;2017;2412;201
Aoussred;Villa;MT;2018;2071;173
Aoussred;Villa;MT;2019;2033;170
Aoussred;Villa;MT;2020;0;0
Aoussred;Villa;MT;2021;0;0
Aoussred;Villa;MT;2022;0;0
Aoussred;Villa;PT;2001;969;100
Aoussred;Villa;PT;2002;1055;109
Aoussred;Villa;PT;2003;1215;125
Aoussred;Villa;PT;2004;1196;123
Aoussred;Villa;PT;2005;1119;116
Aoussred;Villa;PT;2006;1193;123
Aoussred;Villa;PT;2007;1255;130
Aoussred;Villa;PT;2008;1328;137
Aoussred;Villa;PT;2009;1400;145
Aoussred;Villa;PT;2010;1475;152
Aoussred;Villa;PT;2011;1551;160
Aoussred;Villa;PT;2012;1631;168
Aoussred;Villa;PT;2013;1705;176
Aoussred;Villa;PT;2014;1805;186
Aoussred;Villa;PT;2015;1795;185
Aoussred;Villa;PT;2016;1885;195
Aoussred;Villa;PT;2017;1859;192
Aoussred;Villa;PT;2018;1949;201
Aoussred;Villa;PT;2019;2007;207
Aoussred;Villa;PT;2020;0;0
Aoussred;Villa;PT;2021;0;0
Aoussred;Villa;PT;2022;0;0
Aoussred;Villa;VIL;2001;1315;100
Aoussred;Villa;VIL;2002;1356;103
Aoussred;Villa;VIL;2003;1263;96
Aoussred;Villa;VIL;2004;1274;98
Aoussred;Villa;VIL;2005;1287;99
Aoussred;Villa;VIL;2006;1402;108
Aoussred;Villa;VIL;2007;1504;115
Aoussred;Villa;VIL;2008;1584;122
Aoussred;Villa;VIL;2009;1653;128
Aoussred;Villa;VIL;2010;1757;136
Aoussred;Villa;VIL;2011;1865;145
Aoussred;Villa;VIL;2012;1976;153
Aoussred;Villa;VIL;2013;2090;163
Aoussred;Villa;VIL;2014;2210;172
Aoussred;Villa;VIL;2015;2195;171
Aoussred;Villa;VIL;2016;2315;181
Aoussred;Villa;VIL;2017;2347;183
Aoussred;Villa;VIL;2018;2208;171
Aoussred;Villa;VIL;2019;2182;169
Aoussred;Villa;VIL;2020;0;0
Aoussred;Villa;VIL;2021;0;0
Aoussred;Villa;VIL;2022;0;0
Dakhla;Appartement standing;APS;2001;698;100
Dakhla;Appartement standing;APS;2002;695;100
Dakhla;Appartement standing;APS;2003;705;101
Dakhla;Appartement standing;APS;2004;698;100
Dakhla;Appartement standing;APS;2005;729;104
Dakhla;Appartement standing;APS;2006;806;116
Dakhla;Appartement standing;APS;2007;877;126
Dakhla;Appartement standing;APS;2008;953;138
Dakhla;Appartement standing;APS;2009;1020;147
Dakhla;Appartement standing;APS;2010;1079;156
Dakhla;Appartement standing;APS;2011;1139;165
Dakhla;Appartement standing;APS;2012;1202;174
Dakhla;Appartement standing;APS;2013;1220;176
Dakhla;Appartement standing;APS;2014;1242;179
Dakhla;Appartement standing;APS;2015;1107;166
Dakhla;Appartement standing;APS;2016;1086;163
Dakhla;Appartement standing;APS;2017;1147;173
Dakhla;Appartement standing;APS;2018;1202;181
Dakhla;Appartement standing;APS;2019;1284;192
Dakhla;Appartement standing;APS;2020;1143;164
Dakhla;Appartement standing;APS;2021;1265;184
Dakhla;Appartement standing;APS;2022;1312;191
Dakhla;Appartement standing;GT;2001;900;100
Dakhla;Appartement standing;GT;2002;853;95
Dakhla;Appartement standing;GT;2003;860;96
Dakhla;Appartement standing;GT;2004;872;97
Dakhla;Appartement standing;GT;2005;940;104
Dakhla;Appartement standing;GT;2006;1008;112
Dakhla;Appartement standing;GT;2007;1043;116
Dakhla;Appartement standing;GT;2008;1115;124
Dakhla;Appartement standing;GT;2009;1173;130
Dakhla;Appartement standing;GT;2010;1238;138
Dakhla;Appartement standing;GT;2011;1305;145
Dakhla;Appartement standing;GT;2012;1373;153
Dakhla;Appartement standing;GT;2013;1443;160
Dakhla;Appartement standing;GT;2014;1521;169
Dakhla;Appartement standing;GT;2015;1457;162
Dakhla;Appartement standing;GT;2016;1448;161
Dakhla;Appartement standing;GT;2017;1435;159
Dakhla;Appartement standing;GT;2018;1583;176
Dakhla;Appartement standing;GT;2019;1799;200
Dakhla;Appartement standing;GT;2020;1628;181
Dakhla;Appartement standing;GT;2021;1758;195
Dakhla;Appartement standing;GT;2022;1824;203
Dakhla;Appartement standing;MT;2001;650;100
Dakhla;Appartement standing;MT;2002;667;103
Dakhla;Appartement standing;MT;2003;686;106
Dakhla;Appartement standing;MT;2004;673;104
Dakhla;Appartement standing;MT;2005;692;106
Dakhla;Appartement standing;MT;2006;777;120
Dakhla;Appartement standing;MT;2007;866;133
Dakhla;Appartement standing;MT;2008;948;146
Dakhla;Appartement standing;MT;2009;1022;157
Dakhla;Appartement standing;MT;2010;1082;166
Dakhla;Appartement standing;MT;2011;1144;176
Dakhla;Appartement standing;MT;2012;1207;186
Dakhla;Appartement standing;MT;2013;1205;185
Dakhla;Appartement standing;MT;2014;1203;185
Dakhla;Appartement standing;MT;2015;1091;168
Dakhla;Appartement standing;MT;2016;1046;161
Dakhla;Appartement standing;MT;2017;1118;172
Dakhla;Appartement standing;MT;2018;1156;178
Dakhla;Appartement standing;MT;2019;1268;195
Dakhla;Appartement standing;MT;2020;1032;159
Dakhla;Appartement standing;MT;2021;1180;182
Dakhla;Appartement standing;MT;2022;1218;187
Dakhla;Appartement standing;PT;2001;550;100
Dakhla;Appartement standing;PT;2002;536;97
Dakhla;Appartement standing;PT;2003;511;93
Dakhla;Appartement standing;PT;2004;497;90
Dakhla;Appartement standing;PT;2005;514;93
Dakhla;Appartement standing;PT;2006;572;104
Dakhla;Appartement standing;PT;2007;627;114
Dakhla;Appartement standing;PT;2008;681;124
Dakhla;Appartement standing;PT;2009;736;134
Dakhla;Appartement standing;PT;2010;775;141
Dakhla;Appartement standing;PT;2011;814;148
Dakhla;Appartement standing;PT;2012;869;158
Dakhla;Appartement standing;PT;2013;881;160
Dakhla;Appartement standing;PT;2014;913;166
Dakhla;Appartement standing;PT;2015;909;165
Dakhla;Appartement standing;PT;2016;935;170
Dakhla;Appartement standing;PT;2017;1021;186
Dakhla;Appartement standing;PT;2018;1053;191
Dakhla;Appartement standing;PT;2019;976;178
Dakhla;Appartement standing;PT;2020;915;166
Dakhla;Appartement standing;PT;2021;1010;184
Dakhla;Appartement standing;PT;2022;1053;191
Dakhla;Appartement économique;APE;2001;438;100
Dakhla;Appartement économique;APE;2002;436;102
Dakhla;Appartement économique;APE;2003;438;103
Dakhla;Appartement économique;APE;2004;462;108
Dakhla;Appartement économique;APE;2005;484;113
Dakhla;Appartement économique;APE;2006;533;125
Dakhla;Appartement économique;APE;2007;588;139
Dakhla;Appartement économique;APE;2008;626;149
Dakhla;Appartement économique;APE;2009;672;161
Dakhla;Appartement économique;APE;2010;708;169
Dakhla;Appartement économique;APE;2011;744;178
Dakhla;Appartement économique;APE;2012;782;188
Dakhla;Appartement économique;APE;2013;801;191
Dakhla;Appartement économique;APE;2014;817;193
Dakhla;Appartement économique;APE;2015;826;182
Dakhla;Appartement économique;APE;2016;843;185
Dakhla;Appartement économique;APE;2017;873;193
Dakhla;Appartement économique;APE;2018;850;187
Dakhla;Appartement économique;APE;2019;912;201
Dakhla;Appartement économique;APE;2020;878;183
Dakhla;Appartement économique;APE;2021;980;204
Dakhla;Appartement économique;APE;2022;1047;222
Dakhla;Appartement économique;GT;2001;730;100
Dakhla;Appartement économique;GT;2002;775;106
Dakhla;Appartement économique;GT;2003;825;113
Dakhla;Appartement économique;GT;2004;892;122
Dakhla;Appartement économique;GT;2005;941;129
Dakhla;Appartement économique;GT;2006;977;134
Dakhla;Appartement économique;GT;2007;1029;141
Dakhla;Appartement économique;GT;2008;1064;146
Dakhla;Appartement économique;GT;2009;1106;151
Dakhla;Appartement économique;GT;2010;1152;158
Dakhla;Appartement économique;GT;2011;1198;164
Dakhla;Appartement économique;GT;2012;1246;171
Dakhla;Appartement économique;GT;2013;1325;181
Dakhla;Appartement économique;GT;2014;1344;184
Dakhla;Appartement économique;GT;2015;1253;172
Dakhla;Appartement économique;GT;2016;1297;178
Dakhla;Appartement économique;GT;2017;1278;175
Dakhla;Appartement économique;GT;2018;1344;184
Dakhla;Appartement économique;GT;2019;1427;196
Dakhla;Appartement économique;GT;2020;1307;179
Dakhla;Appartement économique;GT;2021;1474;202
Dakhla;Appartement économique;GT;2022;1509;207
Dakhla;Appartement économique;MT;2001;500;100
Dakhla;Appartement économique;MT;2002;468;94
Dakhla;Appartement économique;MT;2003;456;91
Dakhla;Appartement économique;MT;2004;490;98
Dakhla;Appartement économique;MT;2005;508;102
Dakhla;Appartement économique;MT;2006;558;112
Dakhla;Appartement économique;MT;2007;612;122
Dakhla;Appartement économique;MT;2008;646;129
Dakhla;Appartement économique;MT;2009;684;137
Dakhla;Appartement économique;MT;2010;717;143
Dakhla;Appartement économique;MT;2011;752;150
Dakhla;Appartement économique;MT;2012;789;158
Dakhla;Appartement économique;MT;2013;822;164
Dakhla;Appartement économique;MT;2014;854;171
Dakhla;Appartement économique;MT;2015;841;168
Dakhla;Appartement économique;MT;2016;867;173
Dakhla;Appartement économique;MT;2017;906;181
Dakhla;Appartement économique;MT;2018;854;171
Dakhla;Appartement économique;MT;2019;912;182
Dakhla;Appartement économique;MT;2020;885;177
Dakhla;Appartement économique;MT;2021;1005;201
Dakhla;Appartement économique;MT;2022;1055;211
Dakhla;Appartement économique;PT;2001;300;100
Dakhla;Appartement économique;PT;2002;345;115
Dakhla;Appartement économique;PT;2003;370;123
Dakhla;Appartement économique;PT;2004;371;124
Dakhla;Appartement économique;PT;2005;398;133
Dakhla;Appartement économique;PT;2006;447;149
Dakhla;Appartement économique;PT;2007;502;167
Dakhla;Appartement économique;PT;2008;549;183
Dakhla;Appartement économique;PT;2009;611;204
Dakhla;Appartement économique;PT;2010;648;216
Dakhla;Appartement économique;PT;2011;686;229
Dakhla;Appartement économique;PT;2012;725;242
Dakhla;Appartement économique;PT;2013;713;238
Dakhla;Appartement économique;PT;2014;701;234
Dakhla;Appartement économique;PT;2015;627;209
Dakhla;Appartement économique;PT;2016;617;206
Dakhla;Appartement économique;PT;2017;654;218
Dakhla;Appartement économique;PT;2018;640;213
Dakhla;Appartement économique;PT;2019;700;233
Dakhla;Appartement économique;PT;2020;585;195
Dakhla;Appartement économique;PT;2021;627;209
Dakhla;Appartement économique;PT;2022;740;247
Dakhla;Maison sur lot économique;GT;2001;650;100
Dakhla;Maison sur lot économique;GT;2002;697;107
Dakhla;Maison sur lot économique;GT;2003;752;116
Dakhla;Maison sur lot économique;GT;2004;738;113
Dakhla;Maison sur lot économique;GT;2005;770;118
Dakhla;Maison sur lot économique;GT;2006;817;126
Dakhla;Maison sur lot économique;GT;2007;907;140
Dakhla;Maison sur lot économique;GT;2008;960;148
Dakhla;Maison sur lot économique;GT;2009;1024;157
Dakhla;Maison sur lot économique;GT;2010;1060;163
Dakhla;Maison sur lot économique;GT;2011;1097;169
Dakhla;Maison sur lot économique;GT;2012;1133;174
Dakhla;Maison sur lot économique;GT;2013;1171;180
Dakhla;Maison sur lot économique;GT;2014;1203;185
Dakhla;Maison sur lot économique;GT;2015;1144;176
Dakhla;Maison sur lot économique;GT;2016;1163;179
Dakhla;Maison sur lot économique;GT;2017;1274;196
Dakhla;Maison sur lot économique;GT;2018;1356;209
Dakhla;Maison sur lot économique;GT;2019;1513;233
Dakhla;Maison sur lot économique;GT;2020;1584;244
Dakhla;Maison sur lot économique;GT;2021;1715;264
Dakhla;Maison sur lot économique;GT;2022;1765;272
Dakhla;Maison sur lot économique;MLE;2001;373;100
Dakhla;Maison sur lot économique;MLE;2002;402;108
Dakhla;Maison sur lot économique;MLE;2003;429;116
Dakhla;Maison sur lot économique;MLE;2004;460;124
Dakhla;Maison sur lot économique;MLE;2005;486;130
Dakhla;Maison sur lot économique;MLE;2006;538;144
Dakhla;Maison sur lot économique;MLE;2007;579;154
Dakhla;Maison sur lot économique;MLE;2008;618;165
Dakhla;Maison sur lot économique;MLE;2009;663;177
Dakhla;Maison sur lot économique;MLE;2010;681;181
Dakhla;Maison sur lot économique;MLE;2011;699;186
Dakhla;Maison sur lot économique;MLE;2012;715;190
Dakhla;Maison sur lot économique;MLE;2013;732;194
Dakhla;Maison sur lot économique;MLE;2014;752;200
Dakhla;Maison sur lot économique;MLE;2015;750;188
Dakhla;Maison sur lot économique;MLE;2016;774;195
